STATE.UT,id,Year,CAUSE,Male,Female,Total
TAMIL NADU,31,2007,Matriculate/Secondary,1232,690,1922
TAMIL NADU,31,2007,Hr. Secondary/Intermediate/Pre-University,1026,471,1497
TAMIL NADU,31,2007,Diploma,202,38,240
TAMIL NADU,31,2007,Graduate,220,107,327
TAMIL NADU,31,2007,Post Graduate and Above,29,12,41
TAMIL NADU,31,2008,No Education,1909,1280,3189
TAMIL NADU,31,2008,Primary,1950,1208,3158
TAMIL NADU,31,2008,Middle,2364,1509,3873
TAMIL NADU,31,2008,Matriculate/Secondary,1282,725,2007
TAMIL NADU,31,2008,Hr. Secondary/Intermediate/Pre-University,1069,495,1564
TAMIL NADU,31,2008,Diploma,210,40,250
TAMIL NADU,31,2008,Graduate,229,112,341
TAMIL NADU,31,2008,Post Graduate and Above,30,13,43
TAMIL NADU,31,2009,No Education,1498,1117,2615
TAMIL NADU,31,2009,Primary,1781,941,2722
TAMIL NADU,31,2009,Middle,2478,1503,3981
TAMIL NADU,31,2009,Matriculate/Secondary,1696,981,2677
TAMIL NADU,31,2009,Hr. Secondary/Intermediate/Pre-University,872,594,1466
TAMIL NADU,31,2009,Diploma,169,83,252
TAMIL NADU,31,2009,Graduate,210,126,336
TAMIL NADU,31,2009,Post Graduate and Above,246,129,375
TAMIL NADU,31,2010,No Education,2045,1349,3394
TAMIL NADU,31,2010,Primary,2868,1308,4176
TAMIL NADU,31,2010,Middle,2685,1684,4369
TAMIL NADU,31,2010,Matriculate/Secondary,1362,830,2192
TAMIL NADU,31,2010,Hr. Secondary/Intermediate/Pre-University,1070,603,1673
TAMIL NADU,31,2010,Diploma,152,59,211
TAMIL NADU,31,2010,Graduate,291,133,424
TAMIL NADU,31,2010,Post Graduate and Above,79,43,122
TAMIL NADU,31,2011,No Education,2576,1346,3922
TAMIL NADU,31,2011,Primary,1900,1166,3066
TAMIL NADU,31,2011,Middle,2610,1436,4046
TAMIL NADU,31,2011,Matriculate/Secondary,1645,876,2521
TAMIL NADU,31,2011,Hr. Secondary/Intermediate/Pre-University,964,478,1442
TAMIL NADU,31,2011,Diploma,194,59,253
TAMIL NADU,31,2011,Graduate,296,245,541
TAMIL NADU,31,2011,Post Graduate and Above,97,75,172
TAMIL NADU,31,2012,No Education,2391,1419,3810
TAMIL NADU,31,2012,Primary,1527,1007,2534
TAMIL NADU,31,2012,Middle,2381,1326,3707
TAMIL NADU,31,2012,Matriculate/Secondary,1617,950,2567
TAMIL NADU,31,2012,Hr. Secondary/Intermediate/Pre-University,1643,741,2384
TAMIL NADU,31,2012,Diploma,468,325,793
TAMIL NADU,31,2012,Graduate,657,329,986
TAMIL NADU,31,2012,Post Graduate and Above,64,82,146
TAMIL NADU,31,2013,No Education,2298,1203,3501
TAMIL NADU,31,2013,Primary,1909,900,2809
TAMIL NADU,31,2013,Middle,2668,1379,4047
TAMIL NADU,31,2013,Matriculate/Secondary,2083,1000,3083
TAMIL NADU,31,2013,Hr. Secondary/Intermediate/Pre-University,1360,574,1934
TAMIL NADU,31,2013,Diploma,292,96,388
TAMIL NADU,31,2013,Graduate,458,226,684
TAMIL NADU,31,2013,Post Graduate and Above,114,41,155
TAMIL NADU,31,2014,No Education,1538,841,2379
TAMIL NADU,31,2014,Primary,1765,740,2505
TAMIL NADU,31,2014,Middle,2551,1304,3855
TAMIL NADU,31,2014,Matriculate/Secondary,2325,1027,3352
TAMIL NADU,31,2014,Hr. Secondary/Intermediate/Pre-University,1348,609,1957
TAMIL NADU,31,2014,Diploma,315,137,452
TAMIL NADU,31,2014,Graduate,490,275,765
TAMIL NADU,31,2014,Post Graduate and Above,90,27,117
TELANGANA,32,2001,No Education,0,0,0
TELANGANA,32,2001,Primary,0,0,0
TELANGANA,32,2001,Middle,0,0,0
TELANGANA,32,2001,Matriculate/Secondary,0,0,0
TELANGANA,32,2001,Hr. Secondary/Intermediate/Pre-University,0,0,0
TELANGANA,32,2001,Diploma,0,0,0
TELANGANA,32,2001,Graduate,0,0,0
TELANGANA,32,2001,Post Graduate and Above,0,0,0
TELANGANA,32,2002,No Education,0,0,0
TELANGANA,32,2002,Primary,0,0,0
TELANGANA,32,2002,Middle,0,0,0
TELANGANA,32,2002,Matriculate/Secondary,0,0,0
TELANGANA,32,2002,Hr. Secondary/Intermediate/Pre-University,0,0,0
TELANGANA,32,2002,Diploma,0,0,0
TELANGANA,32,2002,Graduate,0,0,0
TELANGANA,32,2002,Post Graduate and Above,0,0,0
TELANGANA,32,2003,No Education,0,0,0
TELANGANA,32,2003,Primary,0,0,0
TELANGANA,32,2003,Middle,0,0,0
TELANGANA,32,2003,Matriculate/Secondary,0,0,0
TELANGANA,32,2003,Hr. Secondary/Intermediate/Pre-University,0,0,0
TELANGANA,32,2003,Diploma,0,0,0
TELANGANA,32,2003,Graduate,0,0,0
TELANGANA,32,2003,Post Graduate and Above,0,0,0
TELANGANA,32,2004,No Education,0,0,0
TELANGANA,32,2004,Primary,0,0,0
TELANGANA,32,2004,Middle,0,0,0
TELANGANA,32,2004,Matriculate/Secondary,0,0,0
TELANGANA,32,2004,Hr. Secondary/Intermediate/Pre-University,0,0,0
TELANGANA,32,2004,Diploma,0,0,0
TELANGANA,32,2004,Graduate,0,0,0
TELANGANA,32,2004,Post Graduate and Above,0,0,0
TELANGANA,32,2005,No Education,0,0,0
TELANGANA,32,2005,Primary,0,0,0
TELANGANA,32,2005,Middle,0,0,0
TELANGANA,32,2005,Matriculate/Secondary,0,0,0
TELANGANA,32,2005,Hr. Secondary/Intermediate/Pre-University,0,0,0
TELANGANA,32,2005,Diploma,0,0,0
TELANGANA,32,2005,Graduate,0,0,0
TELANGANA,32,2005,Post Graduate and Above,0,0,0
TELANGANA,32,2006,No Education,0,0,0
TELANGANA,32,2006,Primary,0,0,0
TELANGANA,32,2006,Middle,0,0,0
TELANGANA,32,2006,Matriculate/Secondary,0,0,0
TELANGANA,32,2006,Hr. Secondary/Intermediate/Pre-University,0,0,0
TELANGANA,32,2006,Diploma,0,0,0
TELANGANA,32,2006,Graduate,0,0,0
TELANGANA,32,2006,Post Graduate and Above,0,0,0
TELANGANA,32,2007,No Education,0,0,0
TELANGANA,32,2007,Primary,0,0,0
TELANGANA,32,2007,Middle,0,0,0
TELANGANA,32,2007,Matriculate/Secondary,0,0,0
TELANGANA,32,2007,Hr. Secondary/Intermediate/Pre-University,0,0,0
TELANGANA,32,2007,Diploma,0,0,0
TELANGANA,32,2007,Graduate,0,0,0
TELANGANA,32,2007,Post Graduate and Above,0,0,0
TELANGANA,32,2008,No Education,0,0,0
TELANGANA,32,2008,Primary,0,0,0
TELANGANA,32,2008,Middle,0,0,0
TELANGANA,32,2008,Matriculate/Secondary,0,0,0
TELANGANA,32,2008,Hr. Secondary/Intermediate/Pre-University,0,0,0
TELANGANA,32,2008,Diploma,0,0,0
TELANGANA,32,2008,Graduate,0,0,0
TELANGANA,32,2008,Post Graduate and Above,0,0,0
TELANGANA,32,2009,No Education,0,0,0
TELANGANA,32,2009,Primary,0,0,0
TELANGANA,32,2009,Middle,0,0,0
TELANGANA,32,2009,Matriculate/Secondary,0,0,0
TELANGANA,32,2009,Hr. Secondary/Intermediate/Pre-University,0,0,0
TELANGANA,32,2009,Diploma,0,0,0
TELANGANA,32,2009,Graduate,0,0,0
TELANGANA,32,2009,Post Graduate and Above,0,0,0
TELANGANA,32,2010,No Education,0,0,0
TELANGANA,32,2010,Primary,0,0,0
TELANGANA,32,2010,Middle,0,0,0
TELANGANA,32,2010,Matriculate/Secondary,0,0,0
TELANGANA,32,2010,Hr. Secondary/Intermediate/Pre-University,0,0,0
TELANGANA,32,2010,Diploma,0,0,0
TELANGANA,32,2010,Graduate,0,0,0
TELANGANA,32,2010,Post Graduate and Above,0,0,0
TELANGANA,32,2011,No Education,0,0,0
TELANGANA,32,2011,Primary,0,0,0
TELANGANA,32,2011,Middle,0,0,0
TELANGANA,32,2011,Matriculate/Secondary,0,0,0
TELANGANA,32,2011,Hr. Secondary/Intermediate/Pre-University,0,0,0
TELANGANA,32,2011,Diploma,0,0,0
TELANGANA,32,2011,Graduate,0,0,0
TELANGANA,32,2011,Post Graduate and Above,0,0,0
TELANGANA,32,2012,No Education,0,0,0
TELANGANA,32,2012,Primary,0,0,0
TELANGANA,32,2012,Middle,0,0,0
TELANGANA,32,2012,Matriculate/Secondary,0,0,0
TELANGANA,32,2012,Hr. Secondary/Intermediate/Pre-University,0,0,0
TELANGANA,32,2012,Diploma,0,0,0
TELANGANA,32,2012,Graduate,0,0,0
TELANGANA,32,2012,Post Graduate and Above,0,0,0
TELANGANA,32,2013,No Education,0,0,0
TELANGANA,32,2013,Primary,0,0,0
TELANGANA,32,2013,Middle,0,0,0
TELANGANA,32,2013,Matriculate/Secondary,0,0,0
TELANGANA,32,2013,Hr. Secondary/Intermediate/Pre-University,0,0,0
TELANGANA,32,2013,Diploma,0,0,0
TELANGANA,32,2013,Graduate,0,0,0
TELANGANA,32,2013,Post Graduate and Above,0,0,0
TELANGANA,32,2013,No Education,0,0,0
TELANGANA,32,2013,Primary,0,0,0
TELANGANA,32,2013,Middle,0,0,0
TELANGANA,32,2013,Matriculate/Secondary,0,0,0
TELANGANA,32,2013,Hr. Secondary/Intermediate/Pre-University,0,0,0
TELANGANA,32,2013,Diploma,0,0,0
TELANGANA,32,2013,Graduate,0,0,0
TELANGANA,32,2013,Post Graduate and Above,0,0,0
TELANGANA,32,2014,No Education,1252,759,2011
TELANGANA,32,2014,Primary,921,462,1383
TELANGANA,32,2014,Middle,997,292,1289
TELANGANA,32,2014,Matriculate/Secondary,1039,294,1333
TELANGANA,32,2014,Hr. Secondary/Intermediate/Pre-University,511,192,703
TELANGANA,32,2014,Diploma,78,13,91
TELANGANA,32,2014,Graduate,262,51,313
TELANGANA,32,2014,Post Graduate and Above,50,14,64
TOTAL (ALL INDIA),37,2001,No Education,15908,12817,28725
TOTAL (ALL INDIA),37,2001,Primary,16782,11285,28067
TOTAL (ALL INDIA),37,2001,Middle,15767,9143,24910
TOTAL (ALL INDIA),37,2001,Matriculate/Secondary,10898,5486,16384
TOTAL (ALL INDIA),37,2001,Hr. Secondary/Intermediate/Pre-University,4356,2391,6747
TOTAL (ALL INDIA),37,2001,Diploma,905,294,1199
TOTAL (ALL INDIA),37,2001,Graduate,1286,584,1870
TOTAL (ALL INDIA),37,2001,Post Graduate and Above,412,192,604
TOTAL (ALL INDIA),37,2002,No Education,16069,12373,28442
TOTAL (ALL INDIA),37,2002,Primary,17203,10829,28032
TOTAL (ALL INDIA),37,2002,Middle,16876,8606,25482
TOTAL (ALL INDIA),37,2002,Matriculate/Secondary,12025,5915,17940
TOTAL (ALL INDIA),37,2002,Hr. Secondary/Intermediate/Pre-University,4852,2379,7231
TOTAL (ALL INDIA),37,2002,Diploma,768,328,1096
TOTAL (ALL INDIA),37,2002,Graduate,1230,546,1776
TOTAL (ALL INDIA),37,2002,Post Graduate and Above,309,109,418
TOTAL (ALL INDIA),37,2003,No Education,15108,10856,25964
TOTAL (ALL INDIA),37,2003,Primary,18223,10792,29015
TOTAL (ALL INDIA),37,2003,Middle,16475,9028,25503
TOTAL (ALL INDIA),37,2003,Matriculate/Secondary,12538,6004,18542
TOTAL (ALL INDIA),37,2003,Hr. Secondary/Intermediate/Pre-University,5509,2846,8355
TOTAL (ALL INDIA),37,2003,Diploma,631,275,906
TOTAL (ALL INDIA),37,2003,Graduate,1445,659,2104
TOTAL (ALL INDIA),37,2003,Post Graduate and Above,292,170,462
TOTAL (ALL INDIA),37,2004,No Education,15690,11226,26916
TOTAL (ALL INDIA),37,2004,Primary,17996,10667,28663
TOTAL (ALL INDIA),37,2004,Middle,17491,9232,26723
TOTAL (ALL INDIA),37,2004,Matriculate/Secondary,13313,5947,19260
TOTAL (ALL INDIA),37,2004,Hr. Secondary/Intermediate/Pre-University,5678,2968,8646
TOTAL (ALL INDIA),37,2004,Diploma,601,241,842
TOTAL (ALL INDIA),37,2004,Graduate,1430,588,2018
TOTAL (ALL INDIA),37,2004,Post Graduate and Above,452,177,629
TOTAL (ALL INDIA),37,2005,No Education,15244,10990,26234
TOTAL (ALL INDIA),37,2005,Primary,17978,11356,29334
TOTAL (ALL INDIA),37,2005,Middle,18207,9111,27318
TOTAL (ALL INDIA),37,2005,Matriculate/Secondary,13369,5755,19124
TOTAL (ALL INDIA),37,2005,Hr. Secondary/Intermediate/Pre-University,5609,2792,8401
TOTAL (ALL INDIA),37,2005,Diploma,815,248,1063
TOTAL (ALL INDIA),37,2005,Graduate,1406,628,2034
TOTAL (ALL INDIA),37,2005,Post Graduate and Above,288,118,406
TOTAL (ALL INDIA),37,2006,No Education,14763,10402,25165
TOTAL (ALL INDIA),37,2006,Primary,17614,10889,28503
TOTAL (ALL INDIA),37,2006,Middle,19061,9916,28977
TOTAL (ALL INDIA),37,2006,Matriculate/Secondary,14551,6903,21454
TOTAL (ALL INDIA),37,2006,Hr. Secondary/Intermediate/Pre-University,7002,3409,10411
TOTAL (ALL INDIA),37,2006,Diploma,851,186,1037
TOTAL (ALL INDIA),37,2006,Graduate,1595,604,2199
TOTAL (ALL INDIA),37,2006,Post Graduate and Above,265,101,366
TOTAL (ALL INDIA),37,2007,No Education,15607,11165,26772
TOTAL (ALL INDIA),37,2007,Primary,19367,11484,30851
TOTAL (ALL INDIA),37,2007,Middle,19671,10023,29694
TOTAL (ALL INDIA),37,2007,Matriculate/Secondary,15030,6519,21549
TOTAL (ALL INDIA),37,2007,Hr. Secondary/Intermediate/Pre-University,6885,3105,9990
TOTAL (ALL INDIA),37,2007,Diploma,846,232,1078
TOTAL (ALL INDIA),37,2007,Graduate,1632,720,2352
TOTAL (ALL INDIA),37,2007,Post Graduate and Above,257,94,351
TOTAL (ALL INDIA),37,2008,No Education,15335,10585,25920
TOTAL (ALL INDIA),37,2008,Primary,19730,11944,31674
TOTAL (ALL INDIA),37,2008,Middle,19492,10187,29679
TOTAL (ALL INDIA),37,2008,Matriculate/Secondary,15319,7069,22388
TOTAL (ALL INDIA),37,2008,Hr. Secondary/Intermediate/Pre-University,7560,3534,11094
TOTAL (ALL INDIA),37,2008,Diploma,777,218,995
TOTAL (ALL INDIA),37,2008,Graduate,1983,794,2777
TOTAL (ALL INDIA),37,2008,Post Graduate and Above,348,142,490
TOTAL (ALL INDIA),37,2009,No Education,16157,11081,27238
TOTAL (ALL INDIA),37,2009,Primary,18831,10968,29799
TOTAL (ALL INDIA),37,2009,Middle,19695,10449,30144
TOTAL (ALL INDIA),37,2009,Matriculate/Secondary,15908,7812,23720
TOTAL (ALL INDIA),37,2009,Hr. Secondary/Intermediate/Pre-University,7425,3769,11194
TOTAL (ALL INDIA),37,2009,Diploma,817,344,1161
TOTAL (ALL INDIA),37,2009,Graduate,1938,948,2886
TOTAL (ALL INDIA),37,2009,Post Graduate and Above,700,309,1009
TOTAL (ALL INDIA),37,2010,No Education,16058,10644,26702
TOTAL (ALL INDIA),37,2010,Primary,22386,13044,35430
TOTAL (ALL INDIA),37,2010,Middle,20290,10267,30557
TOTAL (ALL INDIA),37,2010,Matriculate/Secondary,16516,8065,24581
TOTAL (ALL INDIA),37,2010,Hr. Secondary/Intermediate/Pre-University,7735,3784,11519
TOTAL (ALL INDIA),37,2010,Diploma,996,353,1349
TOTAL (ALL INDIA),37,2010,Graduate,2273,991,3264
TOTAL (ALL INDIA),37,2010,Post Graduate and Above,926,271,1197
TOTAL (ALL INDIA),37,2011,No Education,16467,10571,27038
TOTAL (ALL INDIA),37,2011,Primary,20590,11781,32371
TOTAL (ALL INDIA),37,2011,Middle,21435,11344,32779
TOTAL (ALL INDIA),37,2011,Matriculate/Secondary,17467,8190,25657
TOTAL (ALL INDIA),37,2011,Hr. Secondary/Intermediate/Pre-University,8099,4132,12231
TOTAL (ALL INDIA),37,2011,Diploma,1021,363,1384
TOTAL (ALL INDIA),37,2011,Graduate,2300,1122,3422
TOTAL (ALL INDIA),37,2011,Post Graduate and Above,460,243,703
TOTAL (ALL INDIA),37,2012,No Education,16409,10232,26641
TOTAL (ALL INDIA),37,2012,Primary,19787,11301,31088
TOTAL (ALL INDIA),37,2012,Middle,20748,10457,31205
TOTAL (ALL INDIA),37,2012,Matriculate/Secondary,17692,8275,25967
TOTAL (ALL INDIA),37,2012,Hr. Secondary/Intermediate/Pre-University,8792,4297,13089
TOTAL (ALL INDIA),37,2012,Diploma,1391,652,2043
TOTAL (ALL INDIA),37,2012,Graduate,3072,1500,4572
TOTAL (ALL INDIA),37,2012,Post Graduate and Above,562,278,840
TOTAL (ALL INDIA),37,2013,No Education,15579,9425,25004
TOTAL (ALL INDIA),37,2013,Primary,19502,10322,29824
TOTAL (ALL INDIA),37,2013,Middle,21679,10095,31774
TOTAL (ALL INDIA),37,2013,Matriculate/Secondary,19416,8180,27596
TOTAL (ALL INDIA),37,2013,Hr. Secondary/Intermediate/Pre-University,9544,4305,13849
TOTAL (ALL INDIA),37,2013,Diploma,1204,452,1656
TOTAL (ALL INDIA),37,2013,Graduate,3110,1270,4380
TOTAL (ALL INDIA),37,2013,Post Graduate and Above,509,207,716
TOTAL (ALL INDIA),37,2014,No Education,11771,7004,18775
TOTAL (ALL INDIA),37,2014,Primary,16493,8527,25020
TOTAL (ALL INDIA),37,2014,Middle,17831,8733,26564
TOTAL (ALL INDIA),37,2014,Matriculate/Secondary,19076,7925,27001
TOTAL (ALL INDIA),37,2014,Hr. Secondary/Intermediate/Pre-University,10079,4348,14427
TOTAL (ALL INDIA),37,2014,Diploma,1124,385,1509
TOTAL (ALL INDIA),37,2014,Graduate,2670,1067,3737
TOTAL (ALL INDIA),37,2014,Post Graduate and Above,289,94,383
TOTAL (STATES),,2001,No Education,15725,12669,28394
TOTAL (STATES),,2001,Primary,16531,11118,27649
TOTAL (STATES),,2001,Middle,15357,8838,24195
TOTAL (STATES),,2001,Matriculate/Secondary,10681,5382,16063
TOTAL (STATES),,2001,Hr. Secondary/Intermediate/Pre-University,4241,2315,6556
TOTAL (STATES),,2001,Diploma,895,293,1188
TOTAL (STATES),,2001,Graduate,1260,571,1831
TOTAL (STATES),,2001,Post Graduate and Above,408,191,599
TOTAL (STATES),,2002,No Education,15911,12239,28150
TOTAL (STATES),,2002,Primary,16918,10706,27624
TOTAL (STATES),,2002,Middle,16469,8408,24877
TOTAL (STATES),,2002,Matriculate/Secondary,11763,5755,17518
TOTAL (STATES),,2002,Hr. Secondary/Intermediate/Pre-University,4768,2334,7102
TOTAL (STATES),,2002,Diploma,755,328,1083
TOTAL (STATES),,2002,Graduate,1200,536,1736
TOTAL (STATES),,2002,Post Graduate and Above,304,105,409
TOTAL (STATES),,2003,No Education,14965,10748,25713
TOTAL (STATES),,2003,Primary,17916,10639,28555
TOTAL (STATES),,2003,Middle,16143,8874,25017
TOTAL (STATES),,2003,Matriculate/Secondary,12182,5778,17960
TOTAL (STATES),,2003,Hr. Secondary/Intermediate/Pre-University,5372,2803,8175
TOTAL (STATES),,2003,Diploma,624,270,894
TOTAL (STATES),,2003,Graduate,1415,635,2050
TOTAL (STATES),,2003,Post Graduate and Above,288,170,458
TOTAL (STATES),,2004,No Education,15545,11123,26668
TOTAL (STATES),,2004,Primary,17766,10548,28314
TOTAL (STATES),,2004,Middle,17059,9029,26088
TOTAL (STATES),,2004,Matriculate/Secondary,12958,5693,18651
TOTAL (STATES),,2004,Hr. Secondary/Intermediate/Pre-University,5591,2919,8510
TOTAL (STATES),,2004,Diploma,595,235,830
TOTAL (STATES),,2004,Graduate,1395,577,1972
TOTAL (STATES),,2004,Post Graduate and Above,447,173,620
TOTAL (STATES),,2005,No Education,15032,10823,25855
TOTAL (STATES),,2005,Primary,17725,11212,28937
TOTAL (STATES),,2005,Middle,17786,8903,26689
TOTAL (STATES),,2005,Matriculate/Secondary,13062,5580,18642
TOTAL (STATES),,2005,Hr. Secondary/Intermediate/Pre-University,5515,2737,8252
TOTAL (STATES),,2005,Diploma,809,244,1053
TOTAL (STATES),,2005,Graduate,1373,608,1981
TOTAL (STATES),,2005,Post Graduate and Above,282,111,393
TOTAL (STATES),,2006,No Education,14569,10251,24820
TOTAL (STATES),,2006,Primary,17377,10750,28127
TOTAL (STATES),,2006,Middle,18561,9682,28243
TOTAL (STATES),,2006,Matriculate/Secondary,14248,6738,20986
TOTAL (STATES),,2006,Hr. Secondary/Intermediate/Pre-University,6843,3338,10181
TOTAL (STATES),,2006,Diploma,800,178,978
TOTAL (STATES),,2006,Graduate,1543,576,2119
TOTAL (STATES),,2006,Post Graduate and Above,262,99,361
TOTAL (STATES),,2007,No Education,15414,11005,26419
TOTAL (STATES),,2007,Primary,19151,11377,30528
TOTAL (STATES),,2007,Middle,19145,9787,28932
TOTAL (STATES),,2007,Matriculate/Secondary,14706,6316,21022
TOTAL (STATES),,2007,Hr. Secondary/Intermediate/Pre-University,6713,3013,9726
TOTAL (STATES),,2007,Diploma,831,224,1055
TOTAL (STATES),,2007,Graduate,1583,695,2278
TOTAL (STATES),,2007,Post Graduate and Above,256,91,347
TOTAL (STATES),,2008,No Education,15205,10477,25682
TOTAL (STATES),,2008,Primary,19548,11832,31380
TOTAL (STATES),,2008,Middle,19004,9963,28967
TOTAL (STATES),,2008,Matriculate/Secondary,15014,6859,21873
TOTAL (STATES),,2008,Hr. Secondary/Intermediate/Pre-University,7407,3436,10843
TOTAL (STATES),,2008,Diploma,765,214,979
TOTAL (STATES),,2008,Graduate,1935,770,2705
TOTAL (STATES),,2008,Post Graduate and Above,335,138,473
TOTAL (STATES),,2009,No Education,16000,10957,26957
TOTAL (STATES),,2009,Primary,18652,10868,29520
TOTAL (STATES),,2009,Middle,19192,10186,29378
TOTAL (STATES),,2009,Matriculate/Secondary,15522,7597,23119
TOTAL (STATES),,2009,Hr. Secondary/Intermediate/Pre-University,7299,3665,10964
TOTAL (STATES),,2009,Diploma,803,341,1144
TOTAL (STATES),,2009,Graduate,1887,915,2802
TOTAL (STATES),,2009,Post Graduate and Above,682,304,986
TOTAL (STATES),,2010,No Education,15878,10530,26408
TOTAL (STATES),,2010,Primary,22174,12898,35072
TOTAL (STATES),,2010,Middle,20005,10077,30082
TOTAL (STATES),,2010,Matriculate/Secondary,15981,7807,23788
TOTAL (STATES),,2010,Hr. Secondary/Intermediate/Pre-University,7554,3668,11222
TOTAL (STATES),,2010,Diploma,974,342,1316
TOTAL (STATES),,2010,Graduate,2216,950,3166
TOTAL (STATES),,2010,Post Graduate and Above,905,267,1172
TOTAL (STATES),,2011,No Education,16325,10480,26805
TOTAL (STATES),,2011,Primary,20334,11660,31994
TOTAL (STATES),,2011,Middle,21021,11166,32187
TOTAL (STATES),,2011,Matriculate/Secondary,16870,7932,24802
TOTAL (STATES),,2011,Hr. Secondary/Intermediate/Pre-University,7838,3983,11821
TOTAL (STATES),,2011,Diploma,997,355,1352
TOTAL (STATES),,2011,Graduate,2228,1094,3322
TOTAL (STATES),,2011,Post Graduate and Above,452,240,692
TOTAL (STATES),,2012,No Education,16209,10132,26341
TOTAL (STATES),,2012,Primary,19565,11177,30742
TOTAL (STATES),,2012,Middle,20270,10223,30493
TOTAL (STATES),,2012,Matriculate/Secondary,17141,7977,25118
TOTAL (STATES),,2012,Hr. Secondary/Intermediate/Pre-University,8522,4172,12694
TOTAL (STATES),,2012,Diploma,1375,645,2020
TOTAL (STATES),,2012,Graduate,2982,1457,4439
TOTAL (STATES),,2012,Post Graduate and Above,549,271,820
TOTAL (STATES),,2013,No Education,15363,9328,24691
TOTAL (STATES),,2013,Primary,19233,10199,29432
TOTAL (STATES),,2013,Middle,21172,9919,31091
TOTAL (STATES),,2013,Matriculate/Secondary,18856,7935,26791
TOTAL (STATES),,2013,Hr. Secondary/Intermediate/Pre-University,9160,4100,13260
TOTAL (STATES),,2013,Diploma,1184,444,1628
TOTAL (STATES),,2013,Graduate,3014,1223,4237
TOTAL (STATES),,2013,Post Graduate and Above,497,203,700
TOTAL (STATES),,2014,No Education,11554,6866,18420
TOTAL (STATES),,2014,Primary,16129,8354,24483
TOTAL (STATES),,2014,Middle,17485,8619,26104
TOTAL (STATES),,2014,Matriculate/Secondary,18645,7752,26397
TOTAL (STATES),,2014,Hr. Secondary/Intermediate/Pre-University,9809,4241,14050
TOTAL (STATES),,2014,Diploma,1097,370,1467
TOTAL (STATES),,2014,Graduate,2576,1040,3616
TOTAL (STATES),,2014,Post Graduate and Above,277,91,368
TOTAL (UTs),,2001,No Education,183,148,331
TOTAL (UTs),,2001,Primary,251,167,418
TOTAL (UTs),,2001,Middle,410,305,715
TOTAL (UTs),,2001,Matriculate/Secondary,217,104,321
TOTAL (UTs),,2001,Hr. Secondary/Intermediate/Pre-University,115,76,191
TOTAL (UTs),,2001,Diploma,10,1,11
TOTAL (UTs),,2001,Graduate,26,13,39
TOTAL (UTs),,2001,Post Graduate and Above,4,1,5
TOTAL (UTs),,2002,No Education,158,134,292
TOTAL (UTs),,2002,Primary,285,123,408
TOTAL (UTs),,2002,Middle,407,198,605
TOTAL (UTs),,2002,Matriculate/Secondary,262,160,422
TOTAL (UTs),,2002,Hr. Secondary/Intermediate/Pre-University,84,45,129
TOTAL (UTs),,2002,Diploma,13,0,13
TOTAL (UTs),,2002,Graduate,30,10,40
TOTAL (UTs),,2002,Post Graduate and Above,5,4,9
TOTAL (UTs),,2003,No Education,143,108,251
TOTAL (UTs),,2003,Primary,307,153,460
TOTAL (UTs),,2003,Middle,332,154,486
TOTAL (UTs),,2003,Matriculate/Secondary,356,226,582
TOTAL (UTs),,2003,Hr. Secondary/Intermediate/Pre-University,137,43,180
TOTAL (UTs),,2003,Diploma,7,5,12
TOTAL (UTs),,2003,Graduate,30,24,54
TOTAL (UTs),,2003,Post Graduate and Above,4,0,4
TOTAL (UTs),,2004,No Education,145,103,248
TOTAL (UTs),,2004,Primary,230,119,349
TOTAL (UTs),,2004,Middle,432,203,635
TOTAL (UTs),,2004,Matriculate/Secondary,355,254,609
TOTAL (UTs),,2004,Hr. Secondary/Intermediate/Pre-University,87,49,136
TOTAL (UTs),,2004,Diploma,6,6,12
TOTAL (UTs),,2004,Graduate,35,11,46
TOTAL (UTs),,2004,Post Graduate and Above,5,4,9
TOTAL (UTs),,2005,No Education,212,167,379
TOTAL (UTs),,2005,Primary,253,144,397
TOTAL (UTs),,2005,Middle,421,208,629
TOTAL (UTs),,2005,Matriculate/Secondary,307,175,482
TOTAL (UTs),,2005,Hr. Secondary/Intermediate/Pre-University,94,55,149
TOTAL (UTs),,2005,Diploma,6,4,10
TOTAL (UTs),,2005,Graduate,33,20,53
TOTAL (UTs),,2005,Post Graduate and Above,6,7,13
TOTAL (UTs),,2006,No Education,194,151,345
TOTAL (UTs),,2006,Primary,237,139,376
TOTAL (UTs),,2006,Middle,500,234,734
TOTAL (UTs),,2006,Matriculate/Secondary,303,165,468
TOTAL (UTs),,2006,Hr. Secondary/Intermediate/Pre-University,159,71,230
TOTAL (UTs),,2006,Diploma,51,8,59
TOTAL (UTs),,2006,Graduate,52,28,80
TOTAL (UTs),,2006,Post Graduate and Above,3,2,5
TOTAL (UTs),,2007,No Education,193,160,353
TOTAL (UTs),,2007,Primary,216,107,323
TOTAL (UTs),,2007,Middle,526,236,762
TOTAL (UTs),,2007,Matriculate/Secondary,324,203,527
TOTAL (UTs),,2007,Hr. Secondary/Intermediate/Pre-University,172,92,264
TOTAL (UTs),,2007,Diploma,15,8,23
TOTAL (UTs),,2007,Graduate,49,25,74
TOTAL (UTs),,2007,Post Graduate and Above,1,3,4
TOTAL (UTs),,2008,No Education,130,108,238
TOTAL (UTs),,2008,Primary,182,112,294
TOTAL (UTs),,2008,Middle,488,224,712
TOTAL (UTs),,2008,Matriculate/Secondary,305,210,515
