STATE.UT,Year,id,CAUSE,Male.upto.14.years,Male.15.29.years,Male.30.44.years,Male.45.59.years,Male.60.years.and.above,Total.Male,Female.upto.14.years,Female.15.29.years,Female.30.44.years,Female.45.59.years,Female.60.years.and.above,Total.Female,Total.upto.14.years,Total.15.29.years,Total.30.44.years,Total.45.59.years,Total.60.years.and.above,Total
TOTAL (STATES),2008,,Service (Government),0,318,765,598,14,1695,0,129,132,60,12,333,0,447,897,658,26,2028
TOTAL (STATES),2008,,Service (Private),7,2452,3568,2081,300,8408,8,974,534,217,49,1782,15,3426,4102,2298,349,10190
TOTAL (STATES),2008,,Public Sector Undertaking,4,620,1024,774,134,2556,3,213,137,122,35,510,7,833,1161,896,169,3066
TOTAL (STATES),2008,,Students,499,2544,184,35,4,3266,560,1952,56,4,0,2572,1059,4496,240,39,4,5838
TOTAL (STATES),2008,,Unemployed,42,2822,2411,1286,307,6868,27,852,597,244,27,1747,69,3674,3008,1530,334,8615
TOTAL (STATES),2008,,Professional Activity,5,743,1295,782,197,3022,5,174,127,49,20,375,10,917,1422,831,217,3397
TOTAL (STATES),2008,,Agriculture (Total),32,3451,5388,3713,1497,14081,38,750,755,368,136,2047,70,4201,6143,4081,1633,16128
TOTAL (STATES),2008,,Retired Persons,0,12,35,145,553,745,0,3,6,20,103,132,0,15,41,165,656,877
TOTAL (STATES),2009,,House Wife,0,0,0,0,0,0,62,10751,8459,3792,1524,24588,62,10751,8459,3792,1524,24588
TOTAL (STATES),2009,,Service (Government),0,273,608,461,24,1366,0,125,108,59,2,294,0,398,716,520,26,1660
TOTAL (STATES),2009,,Service (Private),3,2643,3800,2032,383,8861,2,722,500,239,64,1527,5,3365,4300,2271,447,10388
TOTAL (STATES),2009,,Public Sector Undertaking,0,707,940,652,136,2435,1,173,145,100,17,436,1,880,1085,752,153,2871
TOTAL (STATES),2009,,Students,636,2829,171,11,0,3647,609,2183,88,3,0,2883,1245,5012,259,14,0,6530
TOTAL (STATES),2009,,Unemployed,36,2783,3338,1493,416,8066,25,639,422,275,88,1449,61,3422,3760,1768,504,9515
TOTAL (STATES),2009,,Professional Activity,20,850,1214,937,199,3220,0,153,123,54,16,346,20,1003,1337,991,215,3566
TOTAL (STATES),2009,,Agriculture (Total),46,3418,5762,3977,1563,14766,27,929,803,481,169,2409,73,4347,6565,4458,1732,17175
TOTAL (STATES),2009,,Retired Persons,1,17,29,189,590,826,0,10,46,31,108,195,1,27,75,220,698,1021
TOTAL (STATES),2010,,House Wife,0,0,0,0,0,0,58,10725,8389,3749,1608,24529,58,10725,8389,3749,1608,24529
TOTAL (STATES),2010,,Service (Government),0,297,627,441,26,1391,0,198,144,52,3,397,0,495,771,493,29,1788
TOTAL (STATES),2010,,Service (Private),14,2774,3485,2150,274,8697,9,737,484,192,39,1461,23,3511,3969,2342,313,10158
TOTAL (STATES),2010,,Public Sector Undertaking,18,635,1011,623,124,2411,1,170,176,74,16,437,19,805,1187,697,140,2848
TOTAL (STATES),2010,,Students,697,3045,136,42,7,3927,672,2483,68,8,0,3231,1369,5528,204,50,7,7158
TOTAL (STATES),2010,,Unemployed,52,2828,3079,1440,531,7930,28,827,536,192,116,1699,80,3655,3615,1632,647,9629
TOTAL (STATES),2010,,Professional Activity,4,989,1379,840,286,3498,8,137,133,53,16,347,12,1126,1512,893,302,3845
TOTAL (STATES),2010,,Agriculture (Total),58,3411,5069,3608,1415,13561,46,889,759,453,225,2372,104,4300,5828,4061,1640,15933
TOTAL (STATES),2010,,Retired Persons,0,16,17,141,562,736,0,12,2,31,101,146,0,28,19,172,663,882
TOTAL (STATES),2011,,House Wife,0,0,0,0,0,0,81,10501,8387,3668,1515,24152,81,10501,8387,3668,1515,24152
TOTAL (STATES),2011,,Service (Government),0,248,591,423,10,1272,1,121,115,38,10,285,1,369,706,461,20,1557
TOTAL (STATES),2011,,Service (Private),7,2823,3788,2144,352,9114,4,740,611,241,53,1649,11,3563,4399,2385,405,10763
TOTAL (STATES),2011,,Public Sector Undertaking,8,565,824,602,82,2081,4,264,210,79,9,566,12,829,1034,681,91,2647
TOTAL (STATES),2011,,Students,604,3252,171,13,0,4040,544,2725,92,8,3,3372,1148,5977,263,21,3,7412
TOTAL (STATES),2011,,Unemployed,64,2684,3328,1675,364,8115,42,860,520,270,60,1752,106,3544,3848,1945,424,9867
TOTAL (STATES),2011,,Professional Activity,1,1055,1386,891,249,3582,3,181,127,85,45,441,4,1236,1513,976,294,4023
TOTAL (STATES),2011,,Agriculture (Total),24,2961,4500,3220,1343,12048,19,762,693,391,91,1956,43,3723,5193,3611,1434,14004
TOTAL (STATES),2011,,Retired Persons,0,19,23,146,518,706,0,18,5,31,80,134,0,37,28,177,598,840
TOTAL (STATES),2012,,House Wife,0,0,0,0,0,0,28,9330,7100,3493,1428,21379,28,9330,7100,3493,1428,21379
TOTAL (STATES),2012,,Service (Government),0,256,535,476,25,1292,6,122,125,44,3,300,6,378,660,520,28,1592
TOTAL (STATES),2012,,Service (Private),21,3118,3764,2067,332,9302,22,747,530,214,43,1556,43,3865,4294,2281,375,10858
TOTAL (STATES),2012,,Public Sector Undertaking,0,464,681,447,82,1674,9,104,187,79,9,388,9,568,868,526,91,2062
TOTAL (STATES),2012,,Students,514,2630,141,22,0,3307,542,2330,115,7,8,3002,1056,4960,256,29,8,6309
TOTAL (STATES),2012,,Unemployed,35,2246,2558,1735,473,7047,26,636,456,227,60,1405,61,2882,3014,1962,533,8452
TOTAL (STATES),2012,,Professional Activity,7,830,1167,805,223,3032,1,136,112,46,13,308,8,966,1279,851,236,3340
TOTAL (STATES),2012,,Agriculture (Total),6,2612,4368,3448,1490,11924,18,607,674,356,148,1803,24,3219,5042,3804,1638,13727
TOTAL (STATES),2012,,Retired Persons,0,9,18,182,499,708,5,9,2,14,71,101,5,18,20,196,570,809
TOTAL (STATES),2013,,House Wife,0,0,0,0,0,0,26,9465,7664,3504,1638,22297,26,9465,7664,3504,1638,22297
TOTAL (STATES),2013,,Service (Government),0,290,619,481,52,1442,0,126,93,43,17,279,0,416,712,524,69,1721
TOTAL (STATES),2013,,Service (Private),2,3184,4244,2501,470,10401,6,789,544,237,53,1629,8,3973,4788,2738,523,12030
TOTAL (STATES),2013,,Public Sector Undertaking,0,602,826,537,101,2066,2,141,163,71,12,389,2,743,989,608,113,2455
TOTAL (STATES),2013,,Students,689,3520,229,23,11,4472,590,2909,85,16,5,3605,1279,6429,314,39,16,8077
TOTAL (STATES),2013,,Unemployed,15,2608,2971,1787,502,7883,17,666,461,232,80,1456,32,3274,3432,2019,582,9339
TOTAL (STATES),2013,,Professional Activity,4,984,1491,933,207,3619,0,119,105,67,24,315,4,1103,1596,1000,231,3934
TOTAL (STATES),2013,,Agriculture (Total),13,2376,3828,3038,1207,10462,9,425,440,257,151,1282,22,2801,4268,3295,1358,11744
TOTAL (STATES),2013,,Retired Persons,0,0,43,172,676,891,0,24,19,41,117,201,0,24,62,213,793,1092
TOTAL (STATES),2014,,House Wife,0,0,0,0,0,0,17,9314,6646,2641,1206,19824,17,9314,6646,2641,1206,19824
TOTAL (STATES),2014,,Service (Government),2,423,765,515,43,1748,0,193,150,48,8,399,2,616,915,563,51,2147
TOTAL (STATES),2014,,Service (Private),4,1875,1973,1036,126,5014,1,494,265,134,15,909,5,2369,2238,1170,141,5923
TOTAL (STATES),2014,,Public Sector Undertaking,0,407,463,293,32,1195,3,98,46,34,0,181,3,505,509,327,32,1376
TOTAL (STATES),2014,,Students,366,3594,99,13,2,4074,369,3248,51,3,8,3679,735,6842,150,16,10,7753
TOTAL (STATES),2014,,Unemployed,10,3181,2772,1441,789,8193,6,699,349,173,148,1375,16,3880,3121,1614,937,9568
TOTAL (STATES),2014,,Agriculture (Total),2,2784,4183,2844,1053,10866,4,609,454,237,166,1470,6,3393,4637,3081,1219,12336
TOTAL (STATES),2014,,Retired Persons,2,30,59,135,542,768,0,13,5,8,52,78,2,43,64,143,594,846
TOTAL (UTs),2001,,House Wife,0,0,0,0,0,0,1,281,182,52,18,534,1,281,182,52,18,534
TOTAL (UTs),2001,,Service (Government),0,15,29,13,0,57,0,1,1,1,0,3,0,16,30,14,0,60
TOTAL (UTs),2001,,Service (Private),0,115,112,59,5,291,0,18,2,0,0,20,0,133,114,59,5,311
TOTAL (UTs),2001,,Public Sector Undertaking,0,12,8,6,1,27,0,1,0,1,0,2,0,13,8,7,1,29
TOTAL (UTs),2001,,Students,12,55,4,0,0,71,20,64,0,0,0,84,32,119,4,0,0,155
TOTAL (UTs),2001,,Unemployed,1,111,85,39,33,269,6,40,6,0,0,52,7,151,91,39,33,321
TOTAL (UTs),2001,,Professional Activity,0,3,5,4,0,12,0,1,0,0,0,1,0,4,5,4,0,13
TOTAL (UTs),2001,,Agriculture (Total),0,22,39,39,21,121,0,7,1,2,0,10,0,29,40,41,21,131
TOTAL (UTs),2001,,Retired Persons,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4
TOTAL (UTs),2002,,House Wife,0,0,0,0,0,0,0,219,148,47,21,435,0,219,148,47,21,435
TOTAL (UTs),2002,,Service (Government),0,18,26,21,1,66,0,6,2,0,0,8,0,24,28,21,1,74
TOTAL (UTs),2002,,Service (Private),0,122,169,91,24,406,0,15,9,0,1,25,0,137,178,91,25,431
TOTAL (UTs),2002,,Public Sector Undertaking,0,1,10,5,0,16,0,0,0,0,0,0,0,1,10,5,0,16
TOTAL (UTs),2002,,Students,18,53,0,0,0,71,19,61,8,0,0,88,37,114,8,0,0,159
TOTAL (UTs),2002,,Unemployed,2,152,81,28,14,277,2,44,4,1,0,51,4,196,85,29,14,328
TOTAL (UTs),2002,,Professional Activity,0,3,3,5,0,11,0,0,0,0,0,0,0,3,3,5,0,11
TOTAL (UTs),2002,,Agriculture (Total),0,25,55,41,22,143,0,4,3,0,1,8,0,29,58,41,23,151
TOTAL (UTs),2002,,Retired Persons,0,0,3,3,7,13,0,0,0,1,2,3,0,0,3,4,9,16
TOTAL (UTs),2003,,House Wife,0,0,0,0,0,0,0,200,129,54,23,406,0,200,129,54,23,406
TOTAL (UTs),2003,,Service (Government),0,10,25,14,1,50,0,10,3,3,0,16,0,20,28,17,1,66
TOTAL (UTs),2003,,Service (Private),0,82,82,29,6,199,0,24,7,0,0,31,0,106,89,29,6,230
TOTAL (UTs),2003,,Public Sector Undertaking,0,4,13,6,1,24,0,1,0,0,0,1,0,5,13,6,1,25
TOTAL (UTs),2003,,Students,14,60,0,0,0,74,17,77,3,0,0,97,31,137,3,0,0,171
TOTAL (UTs),2003,,Unemployed,1,150,115,28,25,319,2,67,12,10,1,92,3,217,127,38,26,411
TOTAL (UTs),2003,,Professional Activity,1,26,37,18,1,83,0,1,0,0,0,1,1,27,37,18,1,84
TOTAL (UTs),2003,,Agriculture (Total),0,15,15,17,8,55,0,2,0,0,0,2,0,17,15,17,8,57
TOTAL (UTs),2003,,Retired Persons,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,2,2,4
TOTAL (UTs),2004,,House Wife,0,0,0,0,0,0,0,230,141,34,24,429,0,230,141,34,24,429
TOTAL (UTs),2004,,Service (Government),0,6,26,22,0,54,0,2,2,3,0,7,0,8,28,25,0,61
TOTAL (UTs),2004,,Service (Private),0,123,112,37,7,279,0,11,2,0,0,13,0,134,114,37,7,292
TOTAL (UTs),2004,,Public Sector Undertaking,0,5,3,2,1,11,0,3,1,0,0,4,0,8,4,2,1,15
TOTAL (UTs),2004,,Students,16,62,0,0,0,78,17,75,0,0,0,92,33,137,0,0,0,170
TOTAL (UTs),2004,,Unemployed,2,143,114,43,25,327,1,70,24,5,7,107,3,213,138,48,32,434
TOTAL (UTs),2004,,Professional Activity,0,11,15,5,2,33,0,0,0,0,0,0,0,11,15,5,2,33
TOTAL (UTs),2004,,Agriculture (Total),0,25,50,56,12,143,0,11,11,3,2,27,0,36,61,59,14,170
TOTAL (UTs),2004,,Retired Persons,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,2,6,8
TOTAL (UTs),2005,,House Wife,0,0,0,0,0,0,0,236,174,61,21,492,0,236,174,61,21,492
TOTAL (UTs),2005,,Service (Government),0,10,28,25,0,63,0,5,1,3,0,9,0,15,29,28,0,72
TOTAL (UTs),2005,,Service (Private),0,115,111,75,15,316,1,29,4,0,0,34,1,144,115,75,15,350
TOTAL (UTs),2005,,Public Sector Undertaking,0,1,8,2,1,12,0,1,0,0,0,1,0,2,8,2,1,13
TOTAL (UTs),2005,,Students,9,60,6,0,0,75,10,54,1,0,0,65,19,114,7,0,0,140
TOTAL (UTs),2005,,Unemployed,1,145,86,50,22,304,2,63,7,0,12,84,3,208,93,50,34,388
TOTAL (UTs),2005,,Professional Activity,0,1,6,5,1,13,0,1,0,0,0,1,0,2,6,5,1,14
TOTAL (UTs),2005,,Agriculture (Total),0,32,78,51,10,171,0,1,3,0,0,4,0,33,81,51,10,175
TOTAL (UTs),2005,,Retired Persons,0,0,0,1,6,7,0,0,0,0,0,0,0,0,0,1,6,7
TOTAL (UTs),2006,,House Wife,0,0,0,0,0,0,0,273,164,40,15,492,0,273,164,40,15,492
TOTAL (UTs),2006,,Service (Government),0,10,32,21,0,63,0,2,5,0,0,7,0,12,37,21,0,70
TOTAL (UTs),2006,,Service (Private),0,157,161,70,10,398,0,23,4,0,0,27,0,180,165,70,10,425
TOTAL (UTs),2006,,Public Sector Undertaking,0,10,12,3,1,26,1,2,0,0,0,3,1,12,12,3,1,29
TOTAL (UTs),2006,,Students,9,76,0,0,0,85,21,92,1,0,0,114,30,168,1,0,0,199
TOTAL (UTs),2006,,Unemployed,1,176,115,43,17,352,2,55,6,2,7,72,3,231,121,45,24,424
TOTAL (UTs),2006,,Professional Activity,0,1,1,2,0,4,0,0,0,0,0,0,0,1,1,2,0,4
TOTAL (UTs),2006,,Agriculture (Total),0,39,83,54,15,191,0,1,2,3,0,6,0,40,85,57,15,197
TOTAL (UTs),2006,,Retired Persons,0,9,5,2,3,19,0,0,0,0,0,0,0,9,5,2,3,19
TOTAL (UTs),2007,,House Wife,0,0,0,0,0,0,0,244,134,31,18,427,0,244,134,31,18,427
TOTAL (UTs),2007,,Service (Government),0,7,27,16,0,50,0,8,2,0,0,10,0,15,29,16,0,60
TOTAL (UTs),2007,,Service (Private),1,133,127,41,5,307,0,27,10,2,0,39,1,160,137,43,5,346
TOTAL (UTs),2007,,Public Sector Undertaking,0,4,5,3,0,12,0,2,0,0,0,2,0,6,5,3,0,14
TOTAL (UTs),2007,,Students,12,89,5,0,0,106,16,80,4,0,1,101,28,169,9,0,1,207
TOTAL (UTs),2007,,Unemployed,1,147,104,32,15,299,0,83,23,2,5,113,1,230,127,34,20,412
TOTAL (UTs),2007,,Professional Activity,0,3,0,1,0,4,0,1,0,0,0,1,0,4,0,1,0,5
TOTAL (UTs),2007,,Agriculture (Total),0,46,101,70,20,237,0,9,6,1,0,16,0,55,107,71,20,253
TOTAL (UTs),2007,,Retired Persons,0,0,0,1,14,15,0,0,0,0,0,0,0,0,0,1,14,15
TOTAL (UTs),2008,,House Wife,0,0,0,0,0,0,0,239,147,40,19,445,0,239,147,40,19,445
TOTAL (UTs),2008,,Service (Government),0,7,13,14,0,34,0,2,4,1,1,8,0,9,17,15,1,42
TOTAL (UTs),2008,,Service (Private),0,112,114,42,6,274,0,28,7,2,0,37,0,140,121,44,6,311
TOTAL (UTs),2008,,Public Sector Undertaking,0,16,12,3,4,35,0,6,0,0,0,6,0,22,12,3,4,41
TOTAL (UTs),2008,,Students,15,83,4,0,0,102,13,101,6,0,0,120,28,184,10,0,0,222
TOTAL (UTs),2008,,Unemployed,1,133,110,39,20,303,1,70,12,0,0,83,2,203,122,39,20,386
TOTAL (UTs),2008,,Professional Activity,0,0,3,4,1,8,0,0,0,0,0,0,0,0,3,4,1,8
TOTAL (UTs),2008,,Agriculture (Total),0,13,28,15,8,64,1,2,1,0,0,4,1,15,29,15,8,68
TOTAL (UTs),2008,,Retired Persons,0,1,0,3,5,9,0,0,0,0,0,0,0,1,0,3,5,9
TOTAL (UTs),2009,,House Wife,0,0,0,0,0,0,0,278,154,51,21,504,0,278,154,51,21,504
TOTAL (UTs),2009,,Service (Government),0,6,20,23,1,50,0,1,3,0,0,4,0,7,23,23,1,54
TOTAL (UTs),2009,,Service (Private),0,127,125,35,5,292,0,28,10,2,0,40,0,155,135,37,5,332
TOTAL (UTs),2009,,Public Sector Undertaking,0,15,17,8,0,40,0,3,0,0,0,3,0,18,17,8,0,43
TOTAL (UTs),2009,,Students,13,105,2,1,0,121,20,89,1,0,0,110,33,194,3,1,0,231
TOTAL (UTs),2009,,Unemployed,1,148,97,47,29,322,5,54,11,2,7,79,6,202,108,49,36,401
TOTAL (UTs),2009,,Professional Activity,0,21,24,17,0,62,0,3,2,1,0,6,0,24,26,18,0,68
TOTAL (UTs),2009,,Agriculture (Total),0,46,58,68,13,185,0,2,5,1,0,8,0,48,63,69,13,193
TOTAL (UTs),2009,,Retired Persons,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,10
TOTAL (UTs),2010,,House Wife,0,0,0,0,0,0,0,283,175,49,22,529,0,283,175,49,22,529
TOTAL (UTs),2010,,Service (Government),0,8,22,15,1,46,0,7,1,0,0,8,0,15,23,15,1,54
TOTAL (UTs),2010,,Service (Private),0,130,120,38,14,302,0,33,8,1,0,42,0,163,128,39,14,344
TOTAL (UTs),2010,,Public Sector Undertaking,0,13,25,7,0,45,0,5,2,0,0,7,0,18,27,7,0,52
TOTAL (UTs),2010,,Students,20,89,1,0,0,110,21,85,3,2,0,111,41,174,4,2,0,221
TOTAL (UTs),2010,,Unemployed,0,136,103,43,32,314,3,68,12,0,7,90,3,204,115,43,39,404
TOTAL (UTs),2010,,Professional Activity,0,35,100,68,5,208,0,2,1,2,1,6,0,37,101,70,6,214
TOTAL (UTs),2010,,Agriculture (Total),0,5,13,8,5,31,0,0,0,0,0,0,0,5,13,8,5,31
TOTAL (UTs),2010,,Retired Persons,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,16,16
TOTAL (UTs),2011,,House Wife,0,0,0,0,0,0,0,229,154,42,19,444,0,229,154,42,19,444
TOTAL (UTs),2011,,Service (Government),0,20,21,16,1,58,0,7,2,2,0,11,0,27,23,18,1,69
TOTAL (UTs),2011,,Service (Private),0,142,144,61,5,352,0,41,11,4,1,57,0,183,155,65,6,409
TOTAL (UTs),2011,,Public Sector Undertaking,0,22,7,5,0,34,0,2,0,1,0,3,0,24,7,6,0,37
TOTAL (UTs),2011,,Students,16,132,0,0,0,148,22,113,0,1,0,136,38,245,0,1,0,284
TOTAL (UTs),2011,,Unemployed,1,234,151,47,29,462,1,61,12,5,11,90,2,295,163,52,40,552
TOTAL (UTs),2011,,Professional Activity,0,37,86,55,5,183,0,0,0,0,0,0,0,37,86,55,5,183
TOTAL (UTs),2011,,Agriculture (Total),0,6,9,7,1,23,0,0,0,0,0,0,0,6,9,7,1,23
TOTAL (UTs),2011,,Retired Persons,0,0,0,0,16,16,0,0,1,0,0,1,0,0,1,0,16,17
TOTAL (UTs),2012,,House Wife,0,0,0,0,0,0,0,255,182,57,31,525,0,255,182,57,31,525
TOTAL (UTs),2012,,Service (Government),0,11,25,28,2,66,0,3,2,3,0,8,0,14,27,31,2,74
TOTAL (UTs),2012,,Service (Private),0,160,164,53,9,386,0,27,2,0,0,29,0,187,166,53,9,415
TOTAL (UTs),2012,,Public Sector Undertaking,0,16,22,4,0,42,0,6,0,0,0,6,0,22,22,4,0,48
TOTAL (UTs),2012,,Students,23,147,0,0,0,170,29,139,7,0,0,175,52,286,7,0,0,345
TOTAL (UTs),2012,,Unemployed,3,205,124,40,31,403,4,57,4,1,6,72,7,262,128,41,37,475
TOTAL (UTs),2012,,Professional Activity,0,26,50,30,6,112,0,0,4,0,0,4,0,26,54,30,6,116
TOTAL (UTs),2012,,Agriculture (Total),0,12,6,8,1,27,0,0,0,0,0,0,0,12,6,8,1,27
TOTAL (UTs),2012,,Retired Persons,0,0,1,2,21,24,0,0,0,0,0,0,0,0,1,2,21,24
TOTAL (UTs),2013,,House Wife,0,0,0,0,0,0,0,232,145,42,26,445,0,232,145,42,26,445
TOTAL (UTs),2013,,Service (Government),0,15,27,35,0,77,0,5,4,4,0,13,0,20,31,39,0,90
TOTAL (UTs),2013,,Service (Private),0,117,108,60,11,296,0,20,8,1,0,29,0,137,116,61,11,325
TOTAL (UTs),2013,,Public Sector Undertaking,0,31,33,10,1,75,0,8,1,1,0,10,0,39,34,11,1,85
TOTAL (UTs),2013,,Students,20,140,2,0,0,162,24,155,5,0,0,184,44,295,7,0,0,346
TOTAL (UTs),2013,,Unemployed,0,168,131,59,30,388,0,32,6,2,1,41,0,200,137,61,31,429
TOTAL (UTs),2013,,Professional Activity,0,4,4,1,3,12,0,0,0,0,0,0,0,4,4,1,3,12
TOTAL (UTs),2013,,Agriculture (Total),0,3,6,12,6,27,0,1,0,0,0,1,0,4,6,12,6,28
TOTAL (UTs),2013,,Retired Persons,0,0,1,3,21,25,0,0,0,0,0,0,0,0,1,3,21,25
TOTAL (UTs),2014,,House Wife,0,0,0,0,0,0,0,184,97,28,15,324,0,184,97,28,15,324
TOTAL (UTs),2014,,Service (Government),0,13,17,8,0,38,0,14,1,0,0,15,0,27,18,8,0,53
TOTAL (UTs),2014,,Service (Private),0,96,85,40,8,229,0,18,9,0,0,27,0,114,94,40,8,256
TOTAL (UTs),2014,,Public Sector Undertaking,0,14,23,8,0,45,0,6,0,1,0,7,0,20,23,9,0,52
TOTAL (UTs),2014,,Students,17,167,3,0,0,187,10,118,0,0,0,128,27,285,3,0,0,315
TOTAL (UTs),2014,,Unemployed,1,123,123,36,10,293,2,35,15,0,1,53,3,158,138,36,11,346
TOTAL (UTs),2014,,Agriculture (Total),0,5,10,5,3,23,0,1,0,0,0,1,0,6,10,5,3,24
TOTAL (UTs),2014,,Retired Persons,0,0,0,5,17,22,0,0,0,0,2,2,0,0,0,5,19,24
TRIPURA,2001,33,House Wife,0,0,0,0,0,0,0,20,40,8,3,71,0,20,40,8,3,71
TRIPURA,2001,33,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2001,33,Service (Private),0,2,10,1,0,13,0,0,0,2,0,2,0,2,10,3,0,15
TRIPURA,2001,33,Public Sector Undertaking,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3
TRIPURA,2001,33,Students,10,18,9,0,0,37,5,10,18,0,0,33,15,28,27,0,0,70
TRIPURA,2001,33,Unemployed,2,20,14,2,2,40,2,10,1,1,0,14,4,30,15,3,2,54
TRIPURA,2001,33,Professional Activity,0,4,4,1,0,9,0,2,2,0,0,4,0,6,6,1,0,13
TRIPURA,2001,33,Agriculture (Total),0,10,26,3,2,41,0,0,0,0,0,0,0,10,26,3,2,41
TRIPURA,2001,33,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2002,33,House Wife,0,0,0,0,0,0,0,54,39,6,5,104,0,54,39,6,5,104
TRIPURA,2002,33,Service (Government),0,5,10,8,0,23,0,5,4,2,0,11,0,10,14,10,0,34
TRIPURA,2002,33,Service (Private),0,10,8,5,0,23,0,4,5,3,0,12,0,14,13,8,0,35
TRIPURA,2002,33,Public Sector Undertaking,0,6,14,3,0,23,0,3,4,2,0,9,0,9,18,5,0,32
TRIPURA,2002,33,Students,4,15,0,0,0,19,4,9,6,0,0,19,8,24,6,0,0,38
TRIPURA,2002,33,Unemployed,1,22,21,9,0,53,2,2,1,0,0,5,3,24,22,9,0,58
TRIPURA,2002,33,Professional Activity,0,10,16,10,4,40,0,0,0,0,0,0,0,10,16,10,4,40
TRIPURA,2002,33,Agriculture (Total),0,8,12,7,0,27,1,3,4,3,3,14,1,11,16,10,3,41
TRIPURA,2002,33,Retired Persons,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,2,2,4
TRIPURA,2003,33,House Wife,0,0,0,0,0,0,0,52,51,17,0,120,0,52,51,17,0,120
TRIPURA,2003,33,Service (Government),0,12,4,3,0,19,0,3,3,3,0,9,0,15,7,6,0,28
TRIPURA,2003,33,Service (Private),0,14,6,3,0,23,0,2,2,0,0,4,0,16,8,3,0,27
TRIPURA,2003,33,Public Sector Undertaking,0,17,11,7,0,35,0,4,4,2,0,10,0,21,15,9,0,45
TRIPURA,2003,33,Students,7,59,70,21,0,157,2,29,31,11,0,73,9,88,101,32,0,230
TRIPURA,2003,33,Unemployed,0,74,85,49,0,208,3,35,40,24,0,102,3,109,125,73,0,310
TRIPURA,2003,33,Professional Activity,0,0,0,1,0,1,0,3,2,1,0,6,0,3,2,2,0,7
TRIPURA,2003,33,Agriculture (Total),0,0,0,0,0,0,0,2,1,1,0,4,0,2,1,1,0,4
TRIPURA,2003,33,Retired Persons,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,8,8
TRIPURA,2004,33,House Wife,0,0,0,0,0,0,4,85,51,7,5,152,4,85,51,7,5,152
TRIPURA,2004,33,Service (Government),0,3,5,0,0,8,0,0,3,0,0,3,0,3,8,0,0,11
TRIPURA,2004,33,Service (Private),0,2,4,3,2,11,0,0,3,0,0,3,0,2,7,3,2,14
TRIPURA,2004,33,Public Sector Undertaking,0,0,2,2,0,4,0,0,0,0,0,0,0,0,2,2,0,4
TRIPURA,2004,33,Students,4,42,0,0,0,46,18,46,0,0,0,64,22,88,0,0,0,110
TRIPURA,2004,33,Unemployed,0,73,57,39,5,174,0,41,33,8,0,82,0,114,90,47,5,256
TRIPURA,2004,33,Professional Activity,0,16,11,4,0,31,0,0,0,0,0,0,0,16,11,4,0,31
TRIPURA,2004,33,Agriculture (Total),0,5,7,2,1,15,0,0,0,0,0,0,0,5,7,2,1,15
TRIPURA,2004,33,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2005,33,House Wife,0,0,0,0,0,0,0,47,38,15,4,104,0,47,38,15,4,104
TRIPURA,2005,33,Service (Government),0,3,13,7,0,23,0,5,3,2,0,10,0,8,16,9,0,33
TRIPURA,2005,33,Service (Private),0,8,15,11,0,34,0,6,5,3,0,14,0,14,20,14,0,48
TRIPURA,2005,33,Public Sector Undertaking,0,8,9,5,0,22,0,3,4,5,0,12,0,11,13,10,0,34
TRIPURA,2005,33,Students,6,22,1,0,0,29,8,28,4,0,0,40,14,50,5,0,0,69
TRIPURA,2005,33,Unemployed,0,33,25,14,0,72,0,11,3,2,2,18,0,44,28,16,2,90
TRIPURA,2005,33,Professional Activity,0,8,15,13,5,41,0,0,0,0,0,0,0,8,15,13,5,41
TRIPURA,2005,33,Agriculture (Total),0,14,6,6,3,29,0,0,0,0,0,0,0,14,6,6,3,29
TRIPURA,2005,33,Retired Persons,0,0,0,7,7,14,0,0,0,0,0,0,0,0,0,7,7,14
TRIPURA,2006,33,House Wife,0,0,0,0,0,0,0,72,48,10,3,133,0,72,48,10,3,133
TRIPURA,2006,33,Service (Government),0,1,5,4,0,10,0,0,0,0,0,0,0,1,5,4,0,10
TRIPURA,2006,33,Service (Private),0,2,3,2,0,7,0,0,0,0,0,0,0,2,3,2,0,7
TRIPURA,2006,33,Public Sector Undertaking,0,2,2,2,0,6,0,0,0,0,0,0,0,2,2,2,0,6
TRIPURA,2006,33,Students,4,27,12,0,0,43,7,31,3,0,0,41,11,58,15,0,0,84
TRIPURA,2006,33,Unemployed,0,19,23,3,0,45,0,13,4,0,0,17,0,32,27,3,0,62
TRIPURA,2006,33,Professional Activity,0,3,4,0,0,7,0,0,0,0,0,0,0,3,4,0,0,7
TRIPURA,2006,33,Agriculture (Total),0,0,5,2,0,7,0,0,0,0,0,0,0,0,5,2,0,7
