STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Transgender upto 14 years,Transgender 15-29 years,Transgender 30-44 years,Transgender 45-59 years,Transgender 60 years and above,Total Transgender,Grand Total
Tamil Nadu,2014,Death of dear person,0,29,37,17,21,104,0,27,12,5,7,51,0,0,0,0,0,0,155
Tamil Nadu,2014,Drug abuse/addiction,0,137,243,140,30,550,0,1,0,0,1,2,0,0,0,0,0,0,552
Tamil Nadu,2014,Fall in social reputation,0,0,3,4,0,7,0,0,0,0,1,1,0,0,0,0,0,0,8
Tamil Nadu,2014,Ideological causes/Hero worshipping,0,18,0,3,1,22,0,1,0,0,0,1,0,0,0,0,0,0,23
Tamil Nadu,2014,Love affairs,0,263,64,0,0,327,0,161,18,0,0,179,0,0,0,0,0,0,506
Tamil Nadu,2014,Poverty,0,11,16,21,5,53,0,8,11,2,1,22,0,0,0,0,0,0,75
Tamil Nadu,2014,Unemployment,0,124,90,63,4,281,0,13,11,6,1,31,0,0,0,0,0,0,312
Tamil Nadu,2014,Property dispute,0,4,3,0,0,7,0,0,0,3,1,4,0,0,0,0,0,0,11
Tamil Nadu,2014,Suspected/Illicit relation,0,15,22,5,0,42,0,4,7,3,0,14,0,0,0,0,0,0,56
Tamil Nadu,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2014,Professional/Career Problem,0,41,46,17,1,105,0,13,5,4,0,22,0,0,0,0,0,0,127
Tamil Nadu,2014,Causes not known,2,143,131,93,63,432,5,63,41,20,16,145,0,0,0,0,0,0,577
Tamil Nadu,2014,Other causes,59,590,603,490,154,1896,112,371,220,144,81,928,0,1,0,0,0,1,2825
Tamil Nadu,2014,Total,101,3443,3736,2655,1028,10963,171,2413,1409,766,396,5155,0,4,0,0,0,4,16122
Telangana,2014,Bankruptcy or indebtedness,0,94,189,72,20,375,0,6,30,8,0,44,0,0,0,0,0,0,419
Telangana,2014,Marriage Related Issues,0,38,32,4,0,74,0,94,50,4,5,153,0,0,0,0,0,0,227
Telangana,2014,Non Settlement of Marriage,0,14,5,0,0,19,0,14,3,1,0,18,0,0,0,0,0,0,37
Telangana,2014,Dowry Related Issues,0,1,0,0,0,1,0,51,11,0,0,62,0,0,0,0,0,0,63
Telangana,2014,Extra Marital affairs,0,5,5,1,0,11,0,0,5,2,2,9,0,0,0,0,0,0,20
Telangana,2014,Divorce,0,3,4,1,0,8,0,10,17,0,3,30,0,0,0,0,0,0,38
Telangana,2014,Others,0,15,18,2,0,35,0,19,14,1,0,34,0,0,0,0,0,0,69
Telangana,2014,Failure in Examination,1,51,1,0,0,53,2,42,0,0,0,44,0,0,0,0,0,0,97
Telangana,2014,Impotency/Infertility,0,6,2,2,0,10,0,7,6,0,0,13,0,0,0,0,0,0,23
Telangana,2014,Other Family problems,2,361,420,156,60,999,10,241,182,61,33,527,0,0,0,0,0,0,1526
Telangana,2014,Illness,4,325,360,288,240,1217,10,296,189,123,145,763,0,0,0,0,0,0,1980
Telangana,2014,AIDS/STD,0,1,4,5,0,10,0,0,3,0,0,3,0,0,0,0,0,0,13
Telangana,2014,Cancer,0,0,10,2,9,21,0,0,6,3,3,12,0,0,0,0,0,0,33
Telangana,2014,Paralysis,0,1,26,11,18,56,0,0,8,3,4,15,0,0,0,0,0,0,71
Telangana,2014,Insanity/Mental illness,1,73,70,65,18,227,2,63,42,36,16,159,0,0,0,0,0,0,386
Telangana,2014,Other prolonged illness,3,250,250,205,195,903,8,233,130,81,122,574,0,0,0,0,0,0,1477
Telangana,2014,Death of dear person,0,11,12,12,4,39,0,7,3,0,7,17,0,0,0,0,0,0,56
Telangana,2014,Drug abuse/addiction,0,38,38,29,4,109,1,1,4,3,1,10,0,0,0,0,0,0,119
Telangana,2014,Fall in social reputation,0,0,3,3,0,6,0,1,0,0,0,1,0,0,0,0,0,0,7
Telangana,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,2014,Love affairs,0,77,10,0,0,87,0,49,2,0,0,51,0,0,0,0,0,0,138
Telangana,2014,Poverty,0,142,316,202,55,715,0,51,48,20,5,124,0,0,0,0,0,0,839
Telangana,2014,Unemployment,0,90,62,44,0,196,1,2,2,0,0,5,0,0,0,0,0,0,201
Telangana,2014,Property dispute,0,3,3,1,1,8,0,3,1,1,0,5,0,0,0,0,0,0,13
Telangana,2014,Suspected/Illicit relation,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,3
Telangana,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,2014,Professional/Career Problem,0,37,43,48,26,154,0,8,1,0,0,9,0,0,0,0,0,0,163
Telangana,2014,Causes not known,0,156,116,52,13,337,2,29,16,12,3,62,0,0,0,0,0,0,399
Telangana,2014,Other causes,18,727,765,582,197,2289,12,418,316,228,150,1124,0,0,0,0,0,0,3413
Telangana,2014,Total,25,2157,2372,1495,620,6669,38,1256,851,460,349,2954,0,0,0,0,0,0,9623
Tripura,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Marriage Related Issues,0,0,3,6,0,9,0,15,9,4,0,28,0,0,0,0,0,0,37
Tripura,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Dowry Related Issues,0,0,1,0,0,1,0,12,7,3,0,22,0,0,0,0,0,0,23
Tripura,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Others,0,0,2,6,0,8,0,3,2,1,0,6,0,0,0,0,0,0,14
Tripura,2014,Failure in Examination,2,14,0,0,0,16,1,18,3,1,0,23,0,0,0,0,0,0,39
Tripura,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Other Family problems,0,25,25,11,5,66,0,30,13,7,1,51,0,0,0,0,0,0,117
Tripura,2014,Illness,0,13,17,21,15,66,0,10,9,10,11,40,0,0,0,0,0,0,106
Tripura,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Cancer,0,3,2,4,2,11,0,2,1,1,2,6,0,0,0,0,0,0,17
Tripura,2014,Paralysis,0,0,0,2,1,3,0,0,0,2,2,4,0,0,0,0,0,0,7
Tripura,2014,Insanity/Mental illness,0,4,10,8,5,27,0,5,6,4,3,18,0,0,0,0,0,0,45
Tripura,2014,Other prolonged illness,0,6,5,7,7,25,0,3,2,3,4,12,0,0,0,0,0,0,37
Tripura,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Drug abuse/addiction,0,8,6,3,0,17,0,0,2,0,0,2,0,0,0,0,0,0,19
Tripura,2014,Fall in social reputation,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Tripura,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Love affairs,0,13,1,0,0,14,0,17,2,0,0,19,0,0,0,0,0,0,33
Tripura,2014,Poverty,0,6,5,3,4,18,0,1,0,2,0,3,0,0,0,0,0,0,21
Tripura,2014,Unemployment,0,18,9,3,0,30,0,1,1,0,0,2,0,0,0,0,0,0,32
Tripura,2014,Property dispute,0,4,6,9,1,20,0,2,3,0,0,5,0,0,0,0,0,0,25
Tripura,2014,Suspected/Illicit relation,0,10,5,2,0,17,0,2,3,1,0,6,0,0,0,0,0,0,23
Tripura,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,6,1,0,0,7,0,0,0,0,0,0,7
Tripura,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
Tripura,2014,Professional/Career Problem,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tripura,2014,Causes not known,6,34,10,7,2,59,3,13,5,4,1,26,0,0,0,0,0,0,85
Tripura,2014,Other causes,6,50,51,35,17,159,3,29,15,3,5,55,0,0,0,0,0,0,214
Tripura,2014,Total,14,195,139,100,44,492,7,147,66,32,18,270,0,0,0,0,0,0,762
Uttar Pradesh,2014,Bankruptcy or indebtedness,0,3,1,1,0,5,0,1,0,0,0,1,0,0,0,0,0,0,6
Uttar Pradesh,2014,Marriage Related Issues,2,149,67,26,10,254,2,418,91,14,2,527,0,0,0,0,0,0,781
Uttar Pradesh,2014,Non Settlement of Marriage,0,21,2,1,0,24,0,39,8,0,0,47,0,0,0,0,0,0,71
Uttar Pradesh,2014,Dowry Related Issues,1,10,2,0,0,13,0,290,48,2,0,340,0,0,0,0,0,0,353
Uttar Pradesh,2014,Extra Marital affairs,0,4,0,0,0,4,0,7,3,0,0,10,0,0,0,0,0,0,14
Uttar Pradesh,2014,Divorce,0,5,3,4,0,12,0,7,2,0,0,9,0,0,0,0,0,0,21
Uttar Pradesh,2014,Others,1,109,60,21,10,201,2,75,30,12,2,121,0,0,0,0,0,0,322
Uttar Pradesh,2014,Failure in Examination,1,33,4,2,0,40,1,13,1,0,0,15,0,0,0,0,0,0,55
Uttar Pradesh,2014,Impotency/Infertility,0,2,0,0,0,2,0,2,1,0,0,3,0,0,0,0,0,0,5
Uttar Pradesh,2014,Other Family problems,4,224,197,62,13,500,7,180,82,29,5,303,0,0,0,0,0,0,803
Uttar Pradesh,2014,Illness,5,63,69,52,16,205,5,42,8,9,4,68,0,0,0,0,0,0,273
Uttar Pradesh,2014,AIDS/STD,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3
Uttar Pradesh,2014,Cancer,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
Uttar Pradesh,2014,Paralysis,0,3,4,1,0,8,0,1,0,0,0,1,0,0,0,0,0,0,9
Uttar Pradesh,2014,Insanity/Mental illness,2,12,19,6,2,41,0,8,3,0,0,11,0,0,0,0,0,0,52
Uttar Pradesh,2014,Other prolonged illness,3,46,43,44,14,150,5,33,4,9,4,55,0,0,0,0,0,0,205
Uttar Pradesh,2014,Death of dear person,0,0,6,0,0,6,0,1,1,0,5,7,0,0,0,0,0,0,13
Uttar Pradesh,2014,Drug abuse/addiction,0,15,13,4,1,33,3,3,3,0,1,10,0,1,0,0,0,1,44
Uttar Pradesh,2014,Fall in social reputation,0,5,2,0,0,7,1,1,0,0,0,2,0,0,0,0,0,0,9
Uttar Pradesh,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2014,Love affairs,2,36,11,1,0,50,0,37,5,1,0,43,0,0,0,0,0,0,93
Uttar Pradesh,2014,Poverty,0,11,9,0,0,20,0,1,1,1,0,3,0,0,0,0,0,0,23
Uttar Pradesh,2014,Unemployment,0,17,16,0,1,34,0,3,0,0,0,3,0,0,0,0,0,0,37
Uttar Pradesh,2014,Property dispute,0,5,7,6,1,19,0,1,1,0,1,3,0,0,0,0,0,0,22
Uttar Pradesh,2014,Suspected/Illicit relation,0,3,4,0,0,7,0,7,6,0,0,13,0,0,0,0,0,0,20
Uttar Pradesh,2014,Illegitimate Pregnancy,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Uttar Pradesh,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,7,2,0,0,9,0,0,0,0,0,0,9
Uttar Pradesh,2014,Professional/Career Problem,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Uttar Pradesh,2014,Causes not known,10,120,68,25,5,228,8,77,36,5,4,130,0,0,0,0,0,0,358
Uttar Pradesh,2014,Other causes,19,310,233,99,26,687,11,222,90,17,4,344,0,4,0,1,0,5,1036
Uttar Pradesh,2014,Total,43,997,708,278,73,2099,39,1016,328,76,26,1485,0,5,0,1,0,6,3590
Uttarakhand,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Marriage Related Issues,0,13,2,0,0,15,0,3,2,0,0,5,0,0,0,0,0,0,20
Uttarakhand,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Extra Marital affairs,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,3
Uttarakhand,2014,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Others,0,12,2,0,0,14,0,1,2,0,0,3,0,0,0,0,0,0,17
Uttarakhand,2014,Failure in Examination,0,3,1,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,8
Uttarakhand,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Other Family problems,0,14,5,2,0,21,0,1,4,0,0,5,0,0,0,0,0,0,26
Uttarakhand,2014,Illness,0,1,0,0,0,1,0,2,1,0,0,3,0,0,0,0,0,0,4
Uttarakhand,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Insanity/Mental illness,0,1,0,0,0,1,0,2,1,0,0,3,0,0,0,0,0,0,4
Uttarakhand,2014,Other prolonged illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Drug abuse/addiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Love affairs,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Uttarakhand,2014,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Unemployment,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Uttarakhand,2014,Property dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Professional/Career Problem,0,14,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15
Uttarakhand,2014,Causes not known,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8
Uttarakhand,2014,Other causes,1,50,20,9,6,86,1,26,8,3,0,38,0,0,0,0,0,0,124
Uttarakhand,2014,Total,1,104,29,11,6,151,1,37,15,3,0,56,0,0,0,0,0,0,207
West Bengal,2014,Bankruptcy or indebtedness,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
West Bengal,2014,Marriage Related Issues,1,138,116,30,10,295,1,594,280,27,4,906,0,0,0,0,0,0,1201
West Bengal,2014,Non Settlement of Marriage,0,18,16,0,0,34,0,83,50,0,0,133,0,0,0,0,0,0,167
West Bengal,2014,Dowry Related Issues,0,0,0,0,0,0,0,302,145,8,0,455,0,0,0,0,0,0,455
West Bengal,2014,Extra Marital affairs,0,29,13,1,0,43,0,31,16,0,0,47,0,0,0,0,0,0,90
West Bengal,2014,Divorce,0,3,2,0,0,5,0,14,11,0,0,25,0,0,0,0,0,0,30
West Bengal,2014,Others,1,88,85,29,10,213,1,164,58,19,4,246,0,0,0,0,0,0,459
West Bengal,2014,Failure in Examination,29,86,2,0,0,117,6,36,10,0,0,52,0,0,0,0,0,0,169
West Bengal,2014,Impotency/Infertility,0,3,5,2,0,10,0,8,2,0,0,10,0,0,0,0,0,0,20
West Bengal,2014,Other Family problems,33,545,524,299,80,1481,12,503,338,130,35,1018,0,0,0,0,0,0,2499
West Bengal,2014,Illness,44,288,196,158,92,778,2,162,122,72,39,397,0,0,0,0,0,0,1175
West Bengal,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2014,Cancer,0,12,6,10,3,31,0,3,5,3,3,14,0,0,0,0,0,0,45
West Bengal,2014,Paralysis,0,0,5,10,4,19,0,0,2,4,1,7,0,0,0,0,0,0,26
West Bengal,2014,Insanity/Mental illness,42,210,121,86,31,490,2,128,75,30,16,251,0,0,0,0,0,0,741
West Bengal,2014,Other prolonged illness,2,66,64,52,54,238,0,31,40,35,19,125,0,0,0,0,0,0,363
West Bengal,2014,Death of dear person,0,3,5,9,2,19,0,3,3,3,2,11,0,0,0,0,0,0,30
West Bengal,2014,Drug abuse/addiction,0,17,10,10,5,42,0,0,0,2,0,2,0,0,0,0,0,0,44
West Bengal,2014,Fall in social reputation,0,11,27,9,3,50,0,17,10,5,2,34,0,0,0,0,0,0,84
West Bengal,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2014,Love affairs,0,156,28,15,0,199,8,209,28,1,0,246,0,0,0,0,0,0,445
West Bengal,2014,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2014,Unemployment,0,89,121,41,0,251,0,29,16,0,0,45,0,0,0,0,0,0,296
West Bengal,2014,Property dispute,0,18,34,41,9,102,0,2,1,0,2,5,0,0,0,0,0,0,107
West Bengal,2014,Suspected/Illicit relation,0,15,14,1,0,30,0,15,17,0,0,32,0,0,0,0,0,0,62
West Bengal,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,17,2,0,0,19,0,0,0,0,0,0,19
West Bengal,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2
West Bengal,2014,Professional/Career Problem,0,20,20,8,0,48,0,4,1,0,0,5,0,0,0,0,0,0,53
West Bengal,2014,Causes not known,54,913,774,428,168,2337,33,642,289,130,59,1153,0,0,0,0,0,0,3490
West Bengal,2014,Other causes,42,1143,1264,495,182,3126,39,658,606,123,61,1487,0,0,0,0,0,0,4613
West Bengal,2014,Total,203,3445,3140,1547,551,8886,102,2900,1725,493,204,5424,0,0,0,0,0,0,14310
A and N Islands,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Marriage Related Issues,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
A and N Islands,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Extra Marital affairs,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
A and N Islands,2014,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Others,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
A and N Islands,2014,Failure in Examination,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3
A and N Islands,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Other Family problems,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
A and N Islands,2014,Illness,0,8,11,11,11,41,1,6,2,2,2,13,0,0,0,0,0,0,54
A and N Islands,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Cancer,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3
A and N Islands,2014,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Insanity/Mental illness,0,5,10,4,5,24,0,2,1,1,0,4,0,0,0,0,0,0,28
A and N Islands,2014,Other prolonged illness,0,3,1,5,5,14,1,4,1,1,2,9,0,0,0,0,0,0,23
A and N Islands,2014,Death of dear person,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
A and N Islands,2014,Drug abuse/addiction,1,3,5,2,3,14,0,0,0,0,0,0,0,0,0,0,0,0,14
A and N Islands,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Love affairs,0,6,4,0,0,10,0,3,0,0,0,3,0,0,0,0,0,0,13
A and N Islands,2014,Poverty,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2
A and N Islands,2014,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Property dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Causes not known,0,4,3,2,1,10,0,3,0,0,0,3,0,0,0,0,0,0,13
A and N Islands,2014,Other causes,0,12,12,6,4,34,1,10,1,0,4,16,0,0,0,0,0,0,50
A and N Islands,2014,Total,1,35,36,24,19,115,2,26,4,2,6,40,0,0,0,0,0,0,155
Chandigarh,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Marriage Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Failure in Examination,0,3,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,5
Chandigarh,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Other Family problems,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
Chandigarh,2014,Illness,0,0,7,0,0,7,0,0,2,3,0,5,0,0,0,0,0,0,12
Chandigarh,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Insanity/Mental illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Other prolonged illness,0,0,7,0,0,7,0,0,2,3,0,5,0,0,0,0,0,0,12
Chandigarh,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Drug abuse/addiction,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Chandigarh,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Love affairs,0,10,0,0,0,10,0,11,0,0,0,11,0,0,0,0,0,0,21
Chandigarh,2014,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Unemployment,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Chandigarh,2014,Property dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Professional/Career Problem,0,3,0,0,0,3,0,5,1,0,0,6,0,0,0,0,0,0,9
Chandigarh,2014,Causes not known,0,6,3,6,1,16,0,5,5,0,0,10,0,0,0,0,0,0,26
Chandigarh,2014,Other causes,0,3,3,5,0,11,0,5,0,0,0,5,0,0,0,0,0,0,16
Chandigarh,2014,Total,0,31,23,11,1,66,0,28,8,3,0,39,0,0,0,0,0,0,105
DandN Haveli,2014,Bankruptcy or indebtedness,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
DandN Haveli,2014,Marriage Related Issues,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,3
DandN Haveli,2014,Non Settlement of Marriage,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
DandN Haveli,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Divorce,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
DandN Haveli,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Failure in Examination,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
DandN Haveli,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Other Family problems,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2
DandN Haveli,2014,Illness,0,2,1,1,0,4,0,2,0,0,0,2,0,0,0,0,0,0,6
