STATE/UT,Year,CAUSE,Male,Female,Transgender,Total
TAMIL NADU,2003,Married,4900,2963,0,7863
TAMIL NADU,2003,Widowed/Widower,435,369,0,804
TAMIL NADU,2003,Divorcee,36,80,0,116
TAMIL NADU,2003,Seperated,472,392,0,864
TAMIL NADU,2003,Total,7154,4718,0,11872
TAMIL NADU,2004,Never Married,1453,1026,0,2479
TAMIL NADU,2004,Married,5583,3151,0,8734
TAMIL NADU,2004,Widowed/Widower,481,453,0,934
TAMIL NADU,2004,Divorcee,92,91,0,183
TAMIL NADU,2004,Seperated,337,172,0,509
TAMIL NADU,2004,Total,7946,4893,0,12839
TAMIL NADU,2005,Never Married,1344,965,0,2309
TAMIL NADU,2005,Married,5400,2986,0,8386
TAMIL NADU,2005,Widowed/Widower,417,360,0,777
TAMIL NADU,2005,Divorcee,92,86,0,178
TAMIL NADU,2005,Seperated,254,172,0,426
TAMIL NADU,2005,Total,7507,4569,0,12076
TAMIL NADU,2006,Never Married,1197,827,0,2024
TAMIL NADU,2006,Married,5426,3452,0,8878
TAMIL NADU,2006,Widowed/Widower,399,288,0,687
TAMIL NADU,2006,Divorcee,70,65,0,135
TAMIL NADU,2006,Seperated,417,240,0,657
TAMIL NADU,2006,Total,7509,4872,0,12381
TAMIL NADU,2007,Never Married,1385,870,0,2255
TAMIL NADU,2007,Married,6277,3631,0,9908
TAMIL NADU,2007,Widowed/Widower,462,303,0,765
TAMIL NADU,2007,Divorcee,81,68,0,149
TAMIL NADU,2007,Seperated,482,252,0,734
TAMIL NADU,2007,Total,8687,5124,0,13811
TAMIL NADU,2008,Never Married,1442,914,0,2356
TAMIL NADU,2008,Married,6534,3814,0,10348
TAMIL NADU,2008,Widowed/Widower,481,318,0,799
TAMIL NADU,2008,Divorcee,84,71,0,155
TAMIL NADU,2008,Seperated,502,265,0,767
TAMIL NADU,2008,Total,9043,5382,0,14425
TAMIL NADU,2009,Never Married,1514,976,0,2490
TAMIL NADU,2009,Married,6373,3902,0,10275
TAMIL NADU,2009,Widowed/Widower,332,249,0,581
TAMIL NADU,2009,Divorcee,64,68,0,132
TAMIL NADU,2009,Seperated,667,279,0,946
TAMIL NADU,2009,Total,8950,5474,0,14424
TAMIL NADU,2010,Never Married,1861,1131,0,2992
TAMIL NADU,2010,Married,7423,4027,0,11450
TAMIL NADU,2010,Widowed/Widower,432,280,0,712
TAMIL NADU,2010,Divorcee,120,133,0,253
TAMIL NADU,2010,Seperated,716,438,0,1154
TAMIL NADU,2010,Total,10552,6009,0,16561
TAMIL NADU,2011,Never Married,1990,1040,0,3030
TAMIL NADU,2011,Married,7350,3919,0,11269
TAMIL NADU,2011,Widowed/Widower,177,279,0,456
TAMIL NADU,2011,Divorcee,38,70,0,108
TAMIL NADU,2011,Seperated,727,373,0,1100
TAMIL NADU,2011,Total,10282,5681,0,15963
TAMIL NADU,2012,Never Married,1614,985,0,2599
TAMIL NADU,2012,Married,8122,4315,0,12437
TAMIL NADU,2012,Widowed/Widower,311,295,0,606
TAMIL NADU,2012,Divorcee,39,85,0,124
TAMIL NADU,2012,Seperated,662,499,0,1161
TAMIL NADU,2012,Total,10748,6179,0,16927
TELANGANA,2001,Never Married,0,0,0,0
TELANGANA,2001,Married,0,0,0,0
TELANGANA,2001,Widowed/Widower,0,0,0,0
TELANGANA,2001,Divorcee,0,0,0,0
TELANGANA,2001,Seperated,0,0,0,0
TELANGANA,2001,Total,0,0,0,0
TELANGANA,2002,Never Married,0,0,0,0
TELANGANA,2002,Married,0,0,0,0
TELANGANA,2002,Widowed/Widower,0,0,0,0
TELANGANA,2002,Divorcee,0,0,0,0
TELANGANA,2002,Seperated,0,0,0,0
TELANGANA,2002,Total,0,0,0,0
TELANGANA,2003,Never Married,0,0,0,0
TELANGANA,2003,Married,0,0,0,0
TELANGANA,2003,Widowed/Widower,0,0,0,0
TELANGANA,2003,Divorcee,0,0,0,0
TELANGANA,2003,Seperated,0,0,0,0
TELANGANA,2003,Total,0,0,0,0
TELANGANA,2004,Never Married,0,0,0,0
TELANGANA,2004,Married,0,0,0,0
TELANGANA,2004,Widowed/Widower,0,0,0,0
TELANGANA,2004,Divorcee,0,0,0,0
TELANGANA,2004,Seperated,0,0,0,0
TELANGANA,2004,Total,0,0,0,0
TELANGANA,2005,Never Married,0,0,0,0
TELANGANA,2005,Married,0,0,0,0
TELANGANA,2005,Widowed/Widower,0,0,0,0
TELANGANA,2005,Divorcee,0,0,0,0
TELANGANA,2005,Seperated,0,0,0,0
TELANGANA,2005,Total,0,0,0,0
TELANGANA,2006,Never Married,0,0,0,0
TELANGANA,2006,Married,0,0,0,0
TELANGANA,2006,Widowed/Widower,0,0,0,0
TELANGANA,2006,Divorcee,0,0,0,0
TELANGANA,2006,Seperated,0,0,0,0
TELANGANA,2006,Total,0,0,0,0
TELANGANA,2007,Never Married,0,0,0,0
TELANGANA,2007,Married,0,0,0,0
TELANGANA,2007,Widowed/Widower,0,0,0,0
TELANGANA,2007,Divorcee,0,0,0,0
TELANGANA,2007,Seperated,0,0,0,0
TELANGANA,2007,Total,0,0,0,0
TELANGANA,2008,Never Married,0,0,0,0
TELANGANA,2008,Married,0,0,0,0
TELANGANA,2008,Widowed/Widower,0,0,0,0
TELANGANA,2008,Divorcee,0,0,0,0
TELANGANA,2008,Seperated,0,0,0,0
TELANGANA,2008,Total,0,0,0,0
TELANGANA,2009,Never Married,0,0,0,0
TELANGANA,2009,Married,0,0,0,0
TELANGANA,2009,Widowed/Widower,0,0,0,0
TELANGANA,2009,Divorcee,0,0,0,0
TELANGANA,2009,Seperated,0,0,0,0
TELANGANA,2009,Total,0,0,0,0
TELANGANA,2010,Never Married,0,0,0,0
TELANGANA,2010,Married,0,0,0,0
TELANGANA,2010,Widowed/Widower,0,0,0,0
TELANGANA,2010,Divorcee,0,0,0,0
TELANGANA,2010,Seperated,0,0,0,0
TELANGANA,2010,Total,0,0,0,0
TELANGANA,2011,Never Married,0,0,0,0
TELANGANA,2011,Married,0,0,0,0
TELANGANA,2011,Widowed/Widower,0,0,0,0
TELANGANA,2011,Divorcee,0,0,0,0
TELANGANA,2011,Seperated,0,0,0,0
TELANGANA,2011,Total,0,0,0,0
TELANGANA,2012,Never Married,0,0,0,0
TELANGANA,2012,Married,0,0,0,0
TELANGANA,2012,Widowed/Widower,0,0,0,0
TELANGANA,2012,Divorcee,0,0,0,0
TELANGANA,2012,Seperated,0,0,0,0
TELANGANA,2012,Total,0,0,0,0
TRIPURA,2001,Never Married,157,96,0,253
TRIPURA,2001,Married,270,250,0,520
TRIPURA,2001,Widowed/Widower,12,19,0,31
TRIPURA,2001,Divorcee,6,10,0,16
TRIPURA,2001,Seperated,18,16,0,34
TRIPURA,2001,Total,463,391,0,854
TRIPURA,2002,Never Married,186,93,0,279
TRIPURA,2002,Married,227,129,0,356
TRIPURA,2002,Widowed/Widower,32,31,0,63
TRIPURA,2002,Divorcee,8,7,0,15
TRIPURA,2002,Seperated,40,26,0,66
TRIPURA,2002,Total,493,286,0,779
TRIPURA,2003,Never Married,257,54,0,311
TRIPURA,2003,Married,219,295,0,514
TRIPURA,2003,Widowed/Widower,7,0,0,7
TRIPURA,2003,Divorcee,2,2,0,4
TRIPURA,2003,Seperated,3,5,0,8
TRIPURA,2003,Total,488,356,0,844
TRIPURA,2004,Never Married,189,136,0,325
TRIPURA,2004,Married,207,177,0,384
TRIPURA,2004,Widowed/Widower,25,20,0,45
TRIPURA,2004,Divorcee,4,4,0,8
TRIPURA,2004,Seperated,8,0,0,8
TRIPURA,2004,Total,433,337,0,770
TRIPURA,2005,Never Married,132,94,0,226
TRIPURA,2005,Married,202,162,0,364
TRIPURA,2005,Widowed/Widower,39,32,0,71
TRIPURA,2005,Divorcee,18,18,0,36
TRIPURA,2005,Seperated,10,8,0,18
TRIPURA,2005,Total,401,314,0,715
TRIPURA,2006,Never Married,193,147,0,340
TRIPURA,2006,Married,229,154,0,383
TRIPURA,2006,Widowed/Widower,6,36,0,42
TRIPURA,2006,Divorcee,0,0,0,0
TRIPURA,2006,Seperated,0,0,0,0
TRIPURA,2006,Total,428,337,0,765
TRIPURA,2007,Never Married,87,80,0,167
TRIPURA,2007,Married,323,194,0,517
TRIPURA,2007,Widowed/Widower,9,12,0,21
TRIPURA,2007,Divorcee,0,0,0,0
TRIPURA,2007,Seperated,0,0,0,0
TRIPURA,2007,Total,419,286,0,705
TRIPURA,2008,Never Married,99,60,0,159
TRIPURA,2008,Married,343,241,0,584
TRIPURA,2008,Widowed/Widower,0,9,0,9
TRIPURA,2008,Divorcee,0,0,0,0
TRIPURA,2008,Seperated,0,0,0,0
TRIPURA,2008,Total,442,310,0,752
TRIPURA,2009,Never Married,132,78,0,210
TRIPURA,2009,Married,324,185,0,509
TRIPURA,2009,Widowed/Widower,8,8,0,16
TRIPURA,2009,Divorcee,0,0,0,0
TRIPURA,2009,Seperated,3,0,0,3
TRIPURA,2009,Total,467,271,0,738
TRIPURA,2010,Never Married,95,97,0,192
TRIPURA,2010,Married,346,178,0,524
TRIPURA,2010,Widowed/Widower,0,9,0,9
TRIPURA,2010,Divorcee,0,0,0,0
TRIPURA,2010,Seperated,0,0,0,0
TRIPURA,2010,Total,441,284,0,725
TRIPURA,2011,Never Married,93,76,0,169
TRIPURA,2011,Married,332,162,0,494
TRIPURA,2011,Widowed/Widower,0,4,0,4
TRIPURA,2011,Divorcee,0,0,0,0
TRIPURA,2011,Seperated,22,14,0,36
TRIPURA,2011,Total,447,256,0,703
TRIPURA,2012,Never Married,144,73,0,217
TRIPURA,2012,Married,387,186,0,573
TRIPURA,2012,Widowed/Widower,9,11,0,20
TRIPURA,2012,Divorcee,0,0,0,0
TRIPURA,2012,Seperated,20,14,0,34
TRIPURA,2012,Total,560,284,0,844
UTTAR PRADESH,2001,Never Married,376,381,0,757
UTTAR PRADESH,2001,Married,1294,1184,0,2478
UTTAR PRADESH,2001,Widowed/Widower,75,75,0,150
UTTAR PRADESH,2001,Divorcee,17,16,0,33
UTTAR PRADESH,2001,Seperated,39,59,0,98
UTTAR PRADESH,2001,Total,1801,1715,0,3516
UTTAR PRADESH,2002,Never Married,578,410,0,988
UTTAR PRADESH,2002,Married,1490,1302,0,2792
UTTAR PRADESH,2002,Widowed/Widower,158,145,0,303
UTTAR PRADESH,2002,Divorcee,45,24,0,69
UTTAR PRADESH,2002,Seperated,55,43,0,98
UTTAR PRADESH,2002,Total,2326,1924,0,4250
UTTAR PRADESH,2003,Never Married,523,375,0,898
UTTAR PRADESH,2003,Married,1328,1163,0,2491
UTTAR PRADESH,2003,Widowed/Widower,78,83,0,161
UTTAR PRADESH,2003,Divorcee,21,26,0,47
UTTAR PRADESH,2003,Seperated,37,29,0,66
UTTAR PRADESH,2003,Total,1987,1676,0,3663
UTTAR PRADESH,2004,Never Married,537,337,0,874
UTTAR PRADESH,2004,Married,1301,1179,0,2480
UTTAR PRADESH,2004,Widowed/Widower,57,98,0,155
UTTAR PRADESH,2004,Divorcee,23,15,0,38
UTTAR PRADESH,2004,Seperated,36,54,0,90
UTTAR PRADESH,2004,Total,1954,1683,0,3637
UTTAR PRADESH,2005,Never Married,457,326,0,783
UTTAR PRADESH,2005,Married,1195,1214,0,2409
UTTAR PRADESH,2005,Widowed/Widower,70,68,0,138
UTTAR PRADESH,2005,Divorcee,12,24,0,36
UTTAR PRADESH,2005,Seperated,38,45,0,83
UTTAR PRADESH,2005,Total,1772,1677,0,3449
UTTAR PRADESH,2006,Never Married,534,279,0,813
UTTAR PRADESH,2006,Married,1079,974,0,2053
UTTAR PRADESH,2006,Widowed/Widower,60,44,0,104
UTTAR PRADESH,2006,Divorcee,9,16,0,25
UTTAR PRADESH,2006,Seperated,79,25,0,104
UTTAR PRADESH,2006,Total,1761,1338,0,3099
UTTAR PRADESH,2007,Never Married,599,373,0,972
UTTAR PRADESH,2007,Married,1253,1305,0,2558
UTTAR PRADESH,2007,Widowed/Widower,79,103,0,182
UTTAR PRADESH,2007,Divorcee,13,42,0,55
UTTAR PRADESH,2007,Seperated,110,50,0,160
UTTAR PRADESH,2007,Total,2054,1873,0,3927
UTTAR PRADESH,2008,Never Married,541,437,0,978
UTTAR PRADESH,2008,Married,1471,1344,0,2815
UTTAR PRADESH,2008,Widowed/Widower,101,78,0,179
UTTAR PRADESH,2008,Divorcee,18,27,0,45
UTTAR PRADESH,2008,Seperated,48,23,0,71
UTTAR PRADESH,2008,Total,2179,1909,0,4088
UTTAR PRADESH,2009,Never Married,529,404,0,933
UTTAR PRADESH,2009,Married,1532,1322,0,2854
UTTAR PRADESH,2009,Widowed/Widower,108,114,0,222
UTTAR PRADESH,2009,Divorcee,20,37,0,57
UTTAR PRADESH,2009,Seperated,50,42,0,92
UTTAR PRADESH,2009,Total,2239,1919,0,4158
UTTAR PRADESH,2010,Never Married,554,425,0,979
UTTAR PRADESH,2010,Married,1083,1254,0,2337
UTTAR PRADESH,2010,Widowed/Widower,74,75,0,149
UTTAR PRADESH,2010,Divorcee,25,34,0,59
UTTAR PRADESH,2010,Seperated,51,53,0,104
UTTAR PRADESH,2010,Total,1787,1841,0,3628
UTTAR PRADESH,2011,Never Married,664,440,0,1104
UTTAR PRADESH,2011,Married,1847,1515,0,3362
UTTAR PRADESH,2011,Widowed/Widower,118,76,0,194
UTTAR PRADESH,2011,Divorcee,15,36,0,51
UTTAR PRADESH,2011,Seperated,69,63,0,132
UTTAR PRADESH,2011,Total,2713,2130,0,4843
UTTAR PRADESH,2012,Never Married,625,518,0,1143
UTTAR PRADESH,2012,Married,1546,1216,0,2762
UTTAR PRADESH,2012,Widowed/Widower,204,103,0,307
UTTAR PRADESH,2012,Divorcee,19,52,0,71
UTTAR PRADESH,2012,Seperated,101,38,0,139
UTTAR PRADESH,2012,Total,2495,1927,0,4422
UTTARAKHAND,2001,Never Married,40,40,0,80
UTTARAKHAND,2001,Married,139,79,0,218
UTTARAKHAND,2001,Widowed/Widower,1,5,0,6
UTTARAKHAND,2001,Divorcee,0,4,0,4
UTTARAKHAND,2001,Seperated,2,1,0,3
UTTARAKHAND,2001,Total,182,129,0,311
UTTARAKHAND,2002,Never Married,60,29,0,89
UTTARAKHAND,2002,Married,136,120,0,256
UTTARAKHAND,2002,Widowed/Widower,6,4,0,10
UTTARAKHAND,2002,Divorcee,2,2,0,4
UTTARAKHAND,2002,Seperated,1,1,0,2
UTTARAKHAND,2002,Total,205,156,0,361
UTTARAKHAND,2003,Never Married,85,36,0,121
UTTARAKHAND,2003,Married,165,81,0,246
UTTARAKHAND,2003,Widowed/Widower,7,7,0,14
UTTARAKHAND,2003,Divorcee,1,5,0,6
UTTARAKHAND,2003,Seperated,4,0,0,4
UTTARAKHAND,2003,Total,262,129,0,391
UTTARAKHAND,2004,Never Married,44,16,0,60
UTTARAKHAND,2004,Married,91,63,0,154
UTTARAKHAND,2004,Widowed/Widower,10,4,0,14
UTTARAKHAND,2004,Divorcee,1,4,0,5
UTTARAKHAND,2004,Seperated,2,2,0,4
UTTARAKHAND,2004,Total,148,89,0,237
UTTARAKHAND,2005,Never Married,65,26,0,91
UTTARAKHAND,2005,Married,105,55,0,160
UTTARAKHAND,2005,Widowed/Widower,6,10,0,16
UTTARAKHAND,2005,Divorcee,1,2,0,3
UTTARAKHAND,2005,Seperated,3,0,0,3
UTTARAKHAND,2005,Total,180,93,0,273
UTTARAKHAND,2006,Never Married,40,47,0,87
UTTARAKHAND,2006,Married,101,79,0,180
UTTARAKHAND,2006,Widowed/Widower,15,14,0,29
UTTARAKHAND,2006,Divorcee,10,6,0,16
UTTARAKHAND,2006,Seperated,7,7,0,14
UTTARAKHAND,2006,Total,173,153,0,326
UTTARAKHAND,2007,Never Married,33,23,0,56
UTTARAKHAND,2007,Married,75,75,0,150
UTTARAKHAND,2007,Widowed/Widower,11,12,0,23
UTTARAKHAND,2007,Divorcee,6,5,0,11
UTTARAKHAND,2007,Seperated,5,3,0,8
UTTARAKHAND,2007,Total,130,118,0,248
UTTARAKHAND,2008,Never Married,28,28,0,56
UTTARAKHAND,2008,Married,69,54,0,123
UTTARAKHAND,2008,Widowed/Widower,3,3,0,6
UTTARAKHAND,2008,Divorcee,2,1,0,3
UTTARAKHAND,2008,Seperated,2,1,0,3
UTTARAKHAND,2008,Total,104,87,0,191
UTTARAKHAND,2009,Never Married,56,36,0,92
UTTARAKHAND,2009,Married,137,96,0,233
UTTARAKHAND,2009,Widowed/Widower,3,3,0,6
UTTARAKHAND,2009,Divorcee,1,1,0,2
UTTARAKHAND,2009,Seperated,5,4,0,9
UTTARAKHAND,2009,Total,202,140,0,342
UTTARAKHAND,2010,Never Married,39,34,0,73
UTTARAKHAND,2010,Married,118,82,0,200
UTTARAKHAND,2010,Widowed/Widower,4,0,0,4
UTTARAKHAND,2010,Divorcee,0,0,0,0
UTTARAKHAND,2010,Seperated,3,1,0,4
UTTARAKHAND,2010,Total,164,117,0,281
UTTARAKHAND,2011,Never Married,72,43,0,115
UTTARAKHAND,2011,Married,104,78,0,182
UTTARAKHAND,2011,Widowed/Widower,7,3,0,10
UTTARAKHAND,2011,Divorcee,3,0,0,3
UTTARAKHAND,2011,Seperated,6,1,0,7
UTTARAKHAND,2011,Total,192,125,0,317
UTTARAKHAND,2012,Never Married,96,44,0,140
UTTARAKHAND,2012,Married,134,122,0,256
UTTARAKHAND,2012,Widowed/Widower,17,3,0,20
UTTARAKHAND,2012,Divorcee,0,6,0,6
UTTARAKHAND,2012,Seperated,2,0,0,2
UTTARAKHAND,2012,Total,249,175,0,424
WEST BENGAL,2001,Never Married,2028,1853,0,3881
WEST BENGAL,2001,Married,4385,3557,0,7942
WEST BENGAL,2001,Widowed/Widower,432,435,0,867
WEST BENGAL,2001,Divorcee,337,175,0,512
WEST BENGAL,2001,Seperated,313,175,0,488
WEST BENGAL,2001,Total,7495,6195,0,13690
WEST BENGAL,2002,Never Married,2057,1633,0,3690
WEST BENGAL,2002,Married,4266,3276,0,7542
WEST BENGAL,2002,Widowed/Widower,446,563,0,1009
WEST BENGAL,2002,Divorcee,190,155,0,345
WEST BENGAL,2002,Seperated,165,256,0,421
WEST BENGAL,2002,Total,7124,5883,0,13007
WEST BENGAL,2003,Never Married,1952,1106,0,3058
WEST BENGAL,2003,Married,4980,4212,0,9192
WEST BENGAL,2003,Widowed/Widower,282,307,0,589
WEST BENGAL,2003,Divorcee,109,117,0,226
WEST BENGAL,2003,Seperated,101,114,0,215
WEST BENGAL,2003,Total,7424,5856,0,13280
WEST BENGAL,2004,Never Married,2084,1270,0,3354
WEST BENGAL,2004,Married,4854,3833,0,8687
WEST BENGAL,2004,Widowed/Widower,264,316,0,580
WEST BENGAL,2004,Divorcee,139,94,0,233
WEST BENGAL,2004,Seperated,320,250,0,570
WEST BENGAL,2004,Total,7661,5763,0,13424
WEST BENGAL,2005,Never Married,1934,1137,0,3071
WEST BENGAL,2005,Married,6010,4520,0,10530
WEST BENGAL,2005,Widowed/Widower,254,426,0,680
WEST BENGAL,2005,Divorcee,142,158,0,300
WEST BENGAL,2005,Seperated,274,160,0,434
WEST BENGAL,2005,Total,8614,6401,0,15015
WEST BENGAL,2006,Never Married,1650,944,0,2594
WEST BENGAL,2006,Married,6933,4967,0,11900
WEST BENGAL,2006,Widowed/Widower,303,385,0,688
WEST BENGAL,2006,Divorcee,126,198,0,324
WEST BENGAL,2006,Seperated,108,111,0,219
WEST BENGAL,2006,Total,9120,6605,0,15725
WEST BENGAL,2007,Never Married,2154,1208,0,3362
WEST BENGAL,2007,Married,5637,4377,0,10014
WEST BENGAL,2007,Widowed/Widower,291,412,0,703
WEST BENGAL,2007,Divorcee,75,155,0,230
WEST BENGAL,2007,Seperated,348,203,0,551
WEST BENGAL,2007,Total,8505,6355,0,14860
WEST BENGAL,2008,Never Married,2844,1580,0,4424
WEST BENGAL,2008,Married,5182,4265,0,9447
WEST BENGAL,2008,Widowed/Widower,172,440,0,612
WEST BENGAL,2008,Divorcee,78,98,0,176
WEST BENGAL,2008,Seperated,93,100,0,193
WEST BENGAL,2008,Total,8369,6483,0,14852
WEST BENGAL,2009,Never Married,2580,1354,0,3934
WEST BENGAL,2009,Married,5521,4133,0,9654
WEST BENGAL,2009,Widowed/Widower,190,399,0,589
WEST BENGAL,2009,Divorcee,76,147,0,223
WEST BENGAL,2009,Seperated,127,121,0,248
WEST BENGAL,2009,Total,8494,6154,0,14648
WEST BENGAL,2010,Never Married,2941,1766,0,4707
WEST BENGAL,2010,Married,5938,4331,0,10269
WEST BENGAL,2010,Widowed/Widower,184,331,0,515
WEST BENGAL,2010,Divorcee,65,146,0,211
WEST BENGAL,2010,Seperated,173,162,0,335
WEST BENGAL,2010,Total,9301,6736,0,16037
WEST BENGAL,2011,Never Married,2973,1718,0,4691
WEST BENGAL,2011,Married,6072,4415,0,10487
WEST BENGAL,2011,Widowed/Widower,251,409,0,660
WEST BENGAL,2011,Divorcee,61,213,0,274
WEST BENGAL,2011,Seperated,267,113,0,380
WEST BENGAL,2011,Total,9624,6868,0,16492
WEST BENGAL,2012,Never Married,2658,1513,0,4171
WEST BENGAL,2012,Married,5451,3927,0,9378
WEST BENGAL,2012,Widowed/Widower,233,455,0,688
WEST BENGAL,2012,Divorcee,189,182,0,371
WEST BENGAL,2012,Seperated,149,200,0,349
WEST BENGAL,2012,Total,8680,6277,0,14957
TOTAL (STATES),2001,Never Married,14204,9375,0,23579
TOTAL (STATES),2001,Married,45932,27702,0,73634
TOTAL (STATES),2001,Widowed/Widower,2365,2531,0,4896
TOTAL (STATES),2001,Divorcee,708,642,0,1350
TOTAL (STATES),2001,Seperated,1889,1127,0,3016
TOTAL (STATES),2001,Total,65098,41377,0,106475
TOTAL (STATES),2002,Never Married,14701,9039,0,23740
TOTAL (STATES),2002,Married,47527,26483,0,74010
TOTAL (STATES),2002,Widowed/Widower,3311,3007,0,6318
TOTAL (STATES),2002,Divorcee,684,672,0,1356
TOTAL (STATES),2002,Seperated,1865,1210,0,3075
TOTAL (STATES),2002,Total,68088,40411,0,108499
TOTAL (STATES),2003,Never Married,14956,8573,0,23529
TOTAL (STATES),2003,Married,48656,27143,0,75799
TOTAL (STATES),2003,Widowed/Widower,2910,2553,0,5463
TOTAL (STATES),2003,Divorcee,588,534,0,1122
TOTAL (STATES),2003,Seperated,1795,1114,0,2909
TOTAL (STATES),2003,Total,68905,39917,0,108822
TOTAL (STATES),2004,Never Married,15397,8557,0,23954
TOTAL (STATES),2004,Married,50731,27589,0,78320
TOTAL (STATES),2004,Widowed/Widower,2351,2360,0,4711
TOTAL (STATES),2004,Divorcee,663,531,0,1194
TOTAL (STATES),2004,Seperated,2214,1260,0,3474
TOTAL (STATES),2004,Total,71356,40297,0,111653
TOTAL (STATES),2005,Never Married,14930,8372,0,23302
TOTAL (STATES),2005,Married,51573,27686,0,79259
TOTAL (STATES),2005,Widowed/Widower,2653,2388,0,5041
TOTAL (STATES),2005,Divorcee,559,562,0,1121
TOTAL (STATES),2005,Seperated,1869,1210,0,3079
TOTAL (STATES),2005,Total,71584,40218,0,111802
TOTAL (STATES),2006,Never Married,15195,8556,0,23751
TOTAL (STATES),2006,Married,54437,29347,0,83784
TOTAL (STATES),2006,Widowed/Widower,2382,2220,0,4602
TOTAL (STATES),2006,Divorcee,514,587,0,1101
TOTAL (STATES),2006,Seperated,1675,902,0,2577
TOTAL (STATES),2006,Total,74203,41612,0,115815
TOTAL (STATES),2007,Never Married,16055,8738,0,24793
TOTAL (STATES),2007,Married,56540,29531,0,86071
TOTAL (STATES),2007,Widowed/Widower,2642,2341,0,4983
TOTAL (STATES),2007,Divorcee,525,643,0,1168
TOTAL (STATES),2007,Seperated,2037,1255,0,3292
TOTAL (STATES),2007,Total,77799,42508,0,120307
TOTAL (STATES),2008,Never Married,17447,9594,0,27041
TOTAL (STATES),2008,Married,56734,29736,0,86470
TOTAL (STATES),2008,Widowed/Widower,2599,2701,0,5300
TOTAL (STATES),2008,Divorcee,726,673,0,1399
TOTAL (STATES),2008,Seperated,1707,985,0,2692
TOTAL (STATES),2008,Total,79213,43689,0,122902
TOTAL (STATES),2009,Never Married,17381,9803,0,27184
TOTAL (STATES),2009,Married,57195,30754,0,87949
TOTAL (STATES),2009,Widowed/Widower,2819,2651,0,5470
TOTAL (STATES),2009,Divorcee,630,612,0,1242
TOTAL (STATES),2009,Seperated,2012,1013,0,3025
TOTAL (STATES),2009,Total,80037,44833,0,124870
TOTAL (STATES),2010,Never Married,19293,10849,0,30142
TOTAL (STATES),2010,Married,60449,31177,0,91626
TOTAL (STATES),2010,Widowed/Widower,2756,2348,0,5104
TOTAL (STATES),2010,Divorcee,724,777,0,1501
TOTAL (STATES),2010,Seperated,2465,1388,0,3853
TOTAL (STATES),2010,Total,85687,46539,0,132226
TOTAL (STATES),2011,Never Married,19404,10479,0,29883
TOTAL (STATES),2011,Married,61242,32070,0,93312
TOTAL (STATES),2011,Widowed/Widower,2542,2333,0,4875
TOTAL (STATES),2011,Divorcee,551,725,0,1276
TOTAL (STATES),2011,Seperated,2326,1303,0,3629
TOTAL (STATES),2011,Total,86065,46910,0,132975
TOTAL (STATES),2012,Never Married,19158,10528,0,29686
TOTAL (STATES),2012,Married,62123,31335,0,93458
TOTAL (STATES),2012,Widowed/Widower,2651,2269,0,4920
TOTAL (STATES),2012,Divorcee,680,705,0,1385
TOTAL (STATES),2012,Seperated,2001,1217,0,3218
TOTAL (STATES),2012,Total,86613,46054,0,132667
A & N ISLANDS,2001,Never Married,24,12,0,36
A & N ISLANDS,2001,Married,55,38,0,93
A & N ISLANDS,2001,Widowed/Widower,0,0,0,0
A & N ISLANDS,2001,Divorcee,0,0,0,0
A & N ISLANDS,2001,Seperated,0,0,0,0
A & N ISLANDS,2001,Total,79,50,0,129
A & N ISLANDS,2002,Never Married,37,17,0,54
A & N ISLANDS,2002,Married,54,36,0,90
A & N ISLANDS,2002,Widowed/Widower,0,0,0,0
A & N ISLANDS,2002,Divorcee,0,0,0,0
A & N ISLANDS,2002,Seperated,0,0,0,0
A & N ISLANDS,2002,Total,91,53,0,144
A & N ISLANDS,2003,Never Married,19,15,0,34
A & N ISLANDS,2003,Married,51,28,0,79
A & N ISLANDS,2003,Widowed/Widower,0,0,0,0
A & N ISLANDS,2003,Divorcee,0,0,0,0
A & N ISLANDS,2003,Seperated,0,0,0,0
A & N ISLANDS,2003,Total,70,43,0,113
A & N ISLANDS,2004,Never Married,23,15,0,38
A & N ISLANDS,2004,Married,57,26,0,83
A & N ISLANDS,2004,Widowed/Widower,0,0,0,0
A & N ISLANDS,2004,Divorcee,1,0,0,1
A & N ISLANDS,2004,Seperated,0,0,0,0
A & N ISLANDS,2004,Total,81,41,0,122
A & N ISLANDS,2005,Never Married,25,18,0,43
A & N ISLANDS,2005,Married,60,35,0,95
A & N ISLANDS,2005,Widowed/Widower,1,0,0,1
A & N ISLANDS,2005,Divorcee,0,0,0,0
A & N ISLANDS,2005,Seperated,0,0,0,0
A & N ISLANDS,2005,Total,86,53,0,139
A & N ISLANDS,2006,Never Married,47,10,0,57
A & N ISLANDS,2006,Married,49,27,0,76
A & N ISLANDS,2006,Widowed/Widower,0,0,0,0
A & N ISLANDS,2006,Divorcee,0,0,0,0
A & N ISLANDS,2006,Seperated,0,0,0,0
A & N ISLANDS,2006,Total,96,37,0,133
A & N ISLANDS,2007,Never Married,45,23,0,68
A & N ISLANDS,2007,Married,55,33,0,88
A & N ISLANDS,2007,Widowed/Widower,0,0,0,0
A & N ISLANDS,2007,Divorcee,0,0,0,0
A & N ISLANDS,2007,Seperated,0,0,0,0
A & N ISLANDS,2007,Total,100,56,0,156
A & N ISLANDS,2008,Never Married,27,12,0,39
A & N ISLANDS,2008,Married,71,33,0,104
